ParkName,ParkCode,PeriodID,EventID,SurveyNumber,Round,DeerDate,StartTime,BeginningTemperatureInCelsius,BeginningHumidityInPercent,BeginningWindInMetersPerSecond,BeginningWindDirectionInDegrees,BeginningPrecipitation,EndTime,EndingTemperatureInCelsius,EndingHumidityInPercent,EndingWindInMetersPerSecond,EndingWindDirectionInDegrees,EndingPrecipitation,MoonIlluminationInPercent,DeerTotal,BeginningCloudCoverInPercent,EndingCloudCoverInPercent,VisibleAreaInSquareKilometers,DeerID,Year,Group,SideOfVehicle,DistanceInMeters,AngleInDegrees,QuadrantCompass,DeerNumber,VegetationType,Comment,GPSDate,GPSTime,GlobalID,LongitudeInDecimalDegrees,LatitudeInDecimalDegrees,GeodeticDatum,VerbatimCoordinates,VerbatimCoordinatesSystem,VerbatimSRS,dwcType,BasisofRecord,ScientificName,TaxonRank
Arkansas Post National Memorial,ARPO,ARPODeerSV2009Jan05,ARPODeerSV2009Feb022038,4,C,2009-02-02,20:38:00,2.4,84.7,0,-9999,No rain,21:04:00,2.1,94.2,0,-9999,No rain,53,12, 25 - 50, 25 - 50,0.388350378,1101,2009,2,Left,121,80,Left Front,5,Riparian Forest,NA,2009-02-02,20:44:39,{C32581CF-A76B-4C1D-9CCF-280CD6603940},-91.34320314,34.02414064,EPSG:4326,15N 652966.338E 3766070.356N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2009Jan05,ARPODeerSV2009Feb022038,4,C,2009-02-02,20:38:00,2.4,84.7,0,-9999,No rain,21:04:00,2.1,94.2,0,-9999,No rain,53,12, 25 - 50, 25 - 50,0.388350378,1102,2009,3,Right,159,86,Right Front,1,Mowed Lawn,NA,2009-02-02,20:50:02,{B267C761-F98B-4312-A433-76DAEC29E956},-91.34659826,34.01777849,EPSG:4326,15N 652664.24E 3765359.751N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2009Jan05,ARPODeerSV2009Feb022038,4,C,2009-02-02,20:38:00,2.4,84.7,0,-9999,No rain,21:04:00,2.1,94.2,0,-9999,No rain,53,12, 25 - 50, 25 - 50,0.388350378,1103,2009,4,Right,198,73,Right Back,4,Mowed Lawn,NA,2009-02-02,20:52:03,{D8FFD48B-490B-405E-AD3B-5B37E8FC3690},-91.34586569,34.0172358,EPSG:4326,15N 652732.86E 3765300.662N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2009Jan05,ARPODeerSV2009Feb091845,5,A,2009-02-09,18:45:00,22.4,48.7,3.3,359,No rain,19:12:00,20.6,59.4,2.6,134,No rain,99,18, 95 - 100, 95 - 100,0.388350378,1104,2009,1,Left,47,85,Left Front,6,Mowed Lawn,NA,2009-02-09,18:53:06,{FB8C8962-D79C-4381-B9D7-B6D80E74B7AE},-91.34320017,34.02434255,EPSG:4326,15N 652966.251E 3766092.751N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2009Jan05,ARPODeerSV2009Feb091845,5,A,2009-02-09,18:45:00,22.4,48.7,3.3,359,No rain,19:12:00,20.6,59.4,2.6,134,No rain,99,18, 95 - 100, 95 - 100,0.388350378,1105,2009,2,Right,62,75,Right Front,3,Mowed Lawn,NA,2009-02-09,18:58:37,{CDE5D346-FAF8-4C18-8064-D9CEE88FF149},-91.34616155,34.01745076,EPSG:4326,15N 652705.155E 3765324.059N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2009Jan05,ARPODeerSV2009Feb091845,5,A,2009-02-09,18:45:00,22.4,48.7,3.3,359,No rain,19:12:00,20.6,59.4,2.6,134,No rain,99,18, 95 - 100, 95 - 100,0.388350378,1106,2009,3,Right,289,82,Right Front,2,Riparian Forest,NA,2009-02-09,19:00:28,{EEA05319-5238-4EF4-8688-6FE1A4C18AA1},-91.3453781,34.01690022,EPSG:4326,15N 652778.488E 3765264.175N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2009Jan05,ARPODeerSV2009Feb091845,5,A,2009-02-09,18:45:00,22.4,48.7,3.3,359,No rain,19:12:00,20.6,59.4,2.6,134,No rain,99,18, 95 - 100, 95 - 100,0.388350378,1107,2009,4,Right,22,34,Right Front,2,Mowed Lawn,NA,2009-02-09,19:07:22,{629D22D5-1D72-45B5-BE58-B5D6DAF7B27B},-91.35067483,34.02306679,EPSG:4326,15N 652278.35E 3765940.13N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2009Jan05,ARPODeerSV2009Feb091845,5,A,2009-02-09,18:45:00,22.4,48.7,3.3,359,No rain,19:12:00,20.6,59.4,2.6,134,No rain,99,18, 95 - 100, 95 - 100,0.388350378,1108,2009,5,Right,77,34,Right Front,5,Mowed Lawn,NA,2009-02-09,19:10:29,{254ED303-1BCD-45AF-9E4D-C1BD9E5F4CA8},-91.35359338,34.02136085,EPSG:4326,15N 652011.901E 3765746.611N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2009Jan05,ARPODeerSV2009Feb091945,5,B,2009-02-09,19:45:00,20.3,60.6,2.3,134,No rain,20:19:00,20.1,53.8,5.7,134,No rain,99,23, 95 - 100, 95 - 100,0.388350378,1109,2009,1,Left,31,55,Left Back,2,Riparian Forest,NA,2009-02-09,19:49:36,{23BD39D2-4A61-4DC5-8EF8-67690DC5A8CD},-91.34575826,34.02684626,EPSG:4326,15N 652725.559E 3766366.583N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2009Jan05,ARPODeerSV2009Feb091945,5,B,2009-02-09,19:45:00,20.3,60.6,2.3,134,No rain,20:19:00,20.1,53.8,5.7,134,No rain,99,23, 95 - 100, 95 - 100,0.388350378,1110,2009,2,Left,59,65,Left Front,6,Mowed Lawn,NA,2009-02-09,19:53:34,{C38AB6FA-ACE5-42F3-8C75-8A470832DEC5},-91.34320069,34.02435003,EPSG:4326,15N 652966.189E 3766093.581N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2009Jan05,ARPODeerSV2009Feb091945,5,B,2009-02-09,19:45:00,20.3,60.6,2.3,134,No rain,20:19:00,20.1,53.8,5.7,134,No rain,99,23, 95 - 100, 95 - 100,0.388350378,1111,2009,3,Right,16,10,Right Front,3,Mowed Lawn,NA,2009-02-09,19:58:36,{3EE042CA-321C-4367-AFBB-C94072674B91},-91.34673569,34.01806282,EPSG:4326,15N 652651.04E 3765391.078N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2009Jan05,ARPODeerSV2009Feb091945,5,B,2009-02-09,19:45:00,20.3,60.6,2.3,134,No rain,20:19:00,20.1,53.8,5.7,134,No rain,99,23, 95 - 100, 95 - 100,0.388350378,1112,2009,4,Right,334,55,Right Front,6,Mowed Lawn,NA,2009-02-09,20:00:35,{E9437E00-3774-489C-8077-7D4A474FC932},-91.34568806,34.01712532,EPSG:4326,15N 652749.462E 3765288.676N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2009Jan05,ARPODeerSV2009Feb091945,5,B,2009-02-09,19:45:00,20.3,60.6,2.3,134,No rain,20:19:00,20.1,53.8,5.7,134,No rain,99,23, 95 - 100, 95 - 100,0.388350378,1113,2009,5,Right,23,20,Right Front,2,Mowed Lawn,NA,2009-02-09,20:07:36,{493F9EFC-2545-43C4-A15B-4B71764F9360},-91.35084643,34.02303624,EPSG:4326,15N 652262.559E 3765936.487N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2009Jan05,ARPODeerSV2009Feb091945,5,B,2009-02-09,19:45:00,20.3,60.6,2.3,134,No rain,20:19:00,20.1,53.8,5.7,134,No rain,99,23, 95 - 100, 95 - 100,0.388350378,1114,2009,6,Right,71,25,Right Front,4,Mowed Lawn,NA,2009-02-09,20:10:56,{6490C0A8-6CA1-4720-B823-BA385731524F},-91.3535799,34.02133784,EPSG:4326,15N 652013.186E 3765744.08N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2009Jan05,ARPODeerSV2009Feb092045,5,C,2009-02-09,20:45:00,20.1,53.8,5.7,134,No rain,21:16:00,20.1,53.8,5.7,134,Light drizzle,99,21, 95 - 100, 95 - 100,0.388350378,1115,2009,1,Left,71,85,Left Back,5,Mowed Lawn,NA,2009-02-09,20:53:33,{C27A908D-09A5-4114-A6F9-EB16C5D1760B},-91.3432085,34.02415724,EPSG:4326,15N 652965.813E 3766072.189N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2009Jan05,ARPODeerSV2009Feb092045,5,C,2009-02-09,20:45:00,20.1,53.8,5.7,134,No rain,21:16:00,20.1,53.8,5.7,134,Light drizzle,99,21, 95 - 100, 95 - 100,0.388350378,1116,2009,4,Right,18,52,Right Front,2,Mowed Lawn,NA,2009-02-09,21:09:17,{0BBB58A7-B3FA-4788-BAA2-8E1C9E659590},-91.35076715,34.02303174,EPSG:4326,15N 652269.888E 3765936.106N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2009Jan05,ARPODeerSV2009Feb092045,5,C,2009-02-09,20:45:00,20.1,53.8,5.7,134,No rain,21:16:00,20.1,53.8,5.7,134,Light drizzle,99,21, 95 - 100, 95 - 100,0.388350378,1117,2009,5,Right,103,32,Right Front,4,Mowed Lawn,NA,2009-02-09,21:12:15,{40A64CED-FD5A-435A-A7BB-D684D7E32441},-91.35362746,34.02136276,EPSG:4326,15N 652008.752E 3765746.772N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2009Jan05,ARPODeerSV2009Feb092045,5,C,2009-02-09,20:45:00,20.1,53.8,5.7,134,No rain,21:16:00,20.1,53.8,5.7,134,Light drizzle,99,21, 95 - 100, 95 - 100,0.388350378,1118,2009,2,Right,149,49,Right Front,3,Mowed Lawn,Not GPSed 5C,2009-02-09,NA,{76803AEF-625F-477C-8F08-1876B1EE11A2},-91.34664467,34.01841721,EPSG:4326,15N 652658.811E 3765430.514N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2009Jan05,ARPODeerSV2009Feb092045,5,C,2009-02-09,20:45:00,20.1,53.8,5.7,134,No rain,21:16:00,20.1,53.8,5.7,134,Light drizzle,99,21, 95 - 100, 95 - 100,0.388350378,1119,2009,3,Right,347,55,Right Front,7,Riparian Forest,Not GPSed 5C,2009-02-09,NA,{FD622E08-F150-44DC-9479-FA03B093135F},-91.34535874,34.0168968,EPSG:4326,15N 652780.281E 3765263.826N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan111816,1,A,2010-01-11,18:16:00,6.4,39.6,0.7,89,No rain,18:54:00,2.9,70.8,0,-9999,No rain,8,39, 5 - 25,None present,0.341912428,1120,2010,1,Right,149,71,Right Front,2,Riparian Forest,NA,2010-01-11,18:16:43,{F0355D73-0DAF-4E36-B55D-8D734CE2635B},-91.35175945,34.02513377,EPSG:4326,15N 652174.509E 3766167.736N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan111816,1,A,2010-01-11,18:16:00,6.4,39.6,0.7,89,No rain,18:54:00,2.9,70.8,0,-9999,No rain,8,39, 5 - 25,None present,0.341912428,1121,2010,2,Left,47,82,Left Back,4,Riparian Forest,NA,2010-01-11,18:20:18,{BB47629E-4394-4D72-8BD0-ADD48B9E1F2B},-91.34861741,34.02645402,EPSG:4326,15N 652462.266E 3766318.822N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan111816,1,A,2010-01-11,18:16:00,6.4,39.6,0.7,89,No rain,18:54:00,2.9,70.8,0,-9999,No rain,8,39, 5 - 25,None present,0.341912428,1122,2010,3,Left,62,74,Left Front,3,Riparian Forest,NA,2010-01-11,18:22:57,{5078D870-21FB-4EF4-801A-AB76F825DC46},-91.34663085,34.02683453,EPSG:4326,15N 652645.011E 3766363.98N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan111816,1,A,2010-01-11,18:16:00,6.4,39.6,0.7,89,No rain,18:54:00,2.9,70.8,0,-9999,No rain,8,39, 5 - 25,None present,0.341912428,1123,2010,4,Right,66,86,Right Back,2,Riparian Forest,NA,2010-01-11,18:24:32,{366690E8-E505-4B65-9636-3B576620C7AE},-91.34659103,34.02683484,EPSG:4326,15N 652648.688E 3766364.074N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan111816,1,A,2010-01-11,18:16:00,6.4,39.6,0.7,89,No rain,18:54:00,2.9,70.8,0,-9999,No rain,8,39, 5 - 25,None present,0.341912428,1124,2010,5,Left,32,70,Left Front,3,Riparian Forest,NA,2010-01-11,18:26:39,{6B133089-9858-4039-9EF0-6C920EC83252},-91.34484419,34.02683112,EPSG:4326,15N 652809.986E 3766366.268N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan111816,1,A,2010-01-11,18:16:00,6.4,39.6,0.7,89,No rain,18:54:00,2.9,70.8,0,-9999,No rain,8,39, 5 - 25,None present,0.341912428,1125,2010,6,Left,81,45,Left Front,11,Mowed Lawn,NA,2010-01-11,18:30:30,{9FBAAE38-5C28-45D8-9746-A9C91D402276},-91.34322279,34.02380176,EPSG:4326,15N 652965.132E 3766032.746N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan111816,1,A,2010-01-11,18:16:00,6.4,39.6,0.7,89,No rain,18:54:00,2.9,70.8,0,-9999,No rain,8,39, 5 - 25,None present,0.341912428,1126,2010,7,Right,44,58,Right Front,4,Riparian Forest,NA,2010-01-11,18:34:31,{06AF62DF-FDF6-4700-A791-C469049FFD04},-91.34465202,34.02065675,EPSG:4326,15N 652838.801E 3765681.843N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan111816,1,A,2010-01-11,18:16:00,6.4,39.6,0.7,89,No rain,18:54:00,2.9,70.8,0,-9999,No rain,8,39, 5 - 25,None present,0.341912428,1127,2010,8,Right,51,48,Right Front,4,Riparian Forest,NA,2010-01-11,18:36:35,{8D616DB3-8464-46CA-B1E0-20BB13742825},-91.3446819,34.0205346,EPSG:4326,15N 652836.261E 3765668.252N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan111816,1,A,2010-01-11,18:16:00,6.4,39.6,0.7,89,No rain,18:54:00,2.9,70.8,0,-9999,No rain,8,39, 5 - 25,None present,0.341912428,1128,2010,9,Left,80,18,Left Front,4,Riparian Forest,NA,2010-01-11,18:39:12,{F2D5D426-F8B1-48CB-87A4-DFD2D5D6FA63},-91.344999670000007,34.01978212,EPSG:4326,15N 652808.267E 3765584.332N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan111816,1,A,2010-01-11,18:16:00,6.4,39.6,0.7,89,No rain,18:54:00,2.9,70.8,0,-9999,No rain,8,39, 5 - 25,None present,0.341912428,1129,2010,10,Right,103,42,Right Front,1,Riparian Forest,NA,2010-01-11,18:41:03,{6DAE658B-31CC-4932-9C3B-2D5EA0BAF19E},-91.34558753,34.01928394,EPSG:4326,15N 652754.876E 3765528.208N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan111816,1,A,2010-01-11,18:16:00,6.4,39.6,0.7,89,No rain,18:54:00,2.9,70.8,0,-9999,No rain,8,39, 5 - 25,None present,0.341912428,1130,2010,11,Right,31,72,Right Front,1,Riparian Forest,NA,2010-01-11,18:51:15,{7EA4524A-FBE3-4EF5-AD8B-D8DB1278E353},-91.34972705,34.02290175,EPSG:4326,15N 652366.16E 3765923.239N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan111916,1,B,2010-01-11,19:16:00,2.9,70.8,0,-9999,No rain,19:48:00,0.8,86.7,1.8,198,No rain,8,18,None present,None present,0.341912428,1131,2010,1,Right,105,62,Right Front,1,Riparian Forest,NA,2010-01-11,19:18:23,{D198C527-82A4-479A-B10C-4A2A484F49A4},-91.35171094,34.02515926,EPSG:4326,15N 652178.941E 3766170.635N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan111916,1,B,2010-01-11,19:16:00,2.9,70.8,0,-9999,No rain,19:48:00,0.8,86.7,1.8,198,No rain,8,18,None present,None present,0.341912428,1132,2010,2,Left,53,75,Left Back,1,Riparian Forest,NA,2010-01-11,19:22:59,{5E007323-4CCB-4BE1-B5CB-C5ABF013FC9A},-91.3468823,34.02686127,EPSG:4326,15N 652621.746E 3766366.57N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan111916,1,B,2010-01-11,19:16:00,2.9,70.8,0,-9999,No rain,19:48:00,0.8,86.7,1.8,198,No rain,8,18,None present,None present,0.341912428,1133,2010,3,Left,35,89,Left Front,1,Riparian Forest,NA,2010-01-11,19:24:38,{60CFC004-56EC-45C3-A0E6-115A843F50C6},-91.34570088,34.02683705,EPSG:4326,15N 652730.873E 3766365.646N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan111916,1,B,2010-01-11,19:16:00,2.9,70.8,0,-9999,No rain,19:48:00,0.8,86.7,1.8,198,No rain,8,18,None present,None present,0.341912428,1134,2010,4,Right,15,75,Right Front,3,Riparian Forest,NA,2010-01-11,19:27:44,{FF0B698E-1152-4230-B60E-C417C293809B},-91.34318697,34.02484826,EPSG:4326,15N 652966.562E 3766148.852N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan111916,1,B,2010-01-11,19:16:00,2.9,70.8,0,-9999,No rain,19:48:00,0.8,86.7,1.8,198,No rain,8,18,None present,None present,0.341912428,1135,2010,5,Left,88,57,Left Front,2,Mowed Lawn,NA,2010-01-11,19:30:31,{1D518FA3-F859-4DDE-B77E-0F0DCD53EAD5},-91.34319823,34.02359916,EPSG:4326,15N 652967.763E 3766010.315N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan111916,1,B,2010-01-11,19:16:00,2.9,70.8,0,-9999,No rain,19:48:00,0.8,86.7,1.8,198,No rain,8,18,None present,None present,0.341912428,1136,2010,6,Right,53,76,Right Front,3,Riparian Forest,NA,2010-01-11,19:33:44,{C17007B8-B431-4775-9374-6A8BE9A2342C},-91.34466008,34.02060372,EPSG:4326,15N 652838.151E 3765675.951N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan111916,1,B,2010-01-11,19:16:00,2.9,70.8,0,-9999,No rain,19:48:00,0.8,86.7,1.8,198,No rain,8,18,None present,None present,0.341912428,1137,2010,7,Left,73,68,Left Front,4,Riparian Forest,NA,2010-01-11,19:36:16,{2676B1C6-0109-4142-87D1-C5E0DD0BA532},-91.34660869,34.01847004,EPSG:4326,15N 652662.038E 3765436.426N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan111916,1,B,2010-01-11,19:16:00,2.9,70.8,0,-9999,No rain,19:48:00,0.8,86.7,1.8,198,No rain,8,18,None present,None present,0.341912428,1138,2010,8,Right,71,78,Right Back,2,Mowed Lawn,NA,2010-01-11,19:37:59,{5AB05B49-DBEC-4AFE-A556-281A65DA4D57},-91.3466114,34.01778753,EPSG:4326,15N 652663.011E 3765360.735N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan111916,1,B,2010-01-11,19:16:00,2.9,70.8,0,-9999,No rain,19:48:00,0.8,86.7,1.8,198,No rain,8,18,None present,None present,0.341912428,1139,2010,9,Right,79,84,Right Front,1,Riparian Forest,NA,2010-01-11,19:45:12,{ED821F32-4C3F-43E3-A5FA-701F17808778},-91.34973335,34.02289833,EPSG:4326,15N 652365.584E 3765922.85N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan112016,1,C,2010-01-11,20:16:00,0.8,86.7,1.8,198,No rain,20:46:00,-0.4,91.2,0.4,330,No rain,8,19,None present,None present,0.341912428,1140,2010,1,Left,40,83,Left Front,2,Riparian Forest,NA,2010-01-11,20:18:54,{6E489755-146D-4718-BF8B-00309A4DDFFF},-91.34757358,34.02678602,EPSG:4326,15N 652558.052E 3766357.195N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan112016,1,C,2010-01-11,20:16:00,0.8,86.7,1.8,198,No rain,20:46:00,-0.4,91.2,0.4,330,No rain,8,19,None present,None present,0.341912428,1141,2010,2,Left,47,75,Left Front,3,Riparian Forest,NA,2010-01-11,20:21:25,{E3208A34-3BE8-42CA-A948-5A757B87D7B2},-91.34738964,34.02681341,EPSG:4326,15N 652574.989E 3766360.506N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan112016,1,C,2010-01-11,20:16:00,0.8,86.7,1.8,198,No rain,20:46:00,-0.4,91.2,0.4,330,No rain,8,19,None present,None present,0.341912428,1142,2010,3,Left,49,68,Left Front,6,Riparian Forest,NA,2010-01-11,20:23:52,{11AB7252-FE96-4DA5-8995-2540A3639665},-91.34582371,34.02684452,EPSG:4326,15N 652719.519E 3766366.292N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan112016,1,C,2010-01-11,20:16:00,0.8,86.7,1.8,198,No rain,20:46:00,-0.4,91.2,0.4,330,No rain,8,19,None present,None present,0.341912428,1143,2010,4,Right,64,43,Right Front,4,Riparian Forest,NA,2010-01-11,20:28:29,{F0C34CE0-7DEF-4FC0-AEE8-AD4784EB34AF},-91.34316589,34.02520333,EPSG:4326,15N 652967.871E 3766188.26N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan112016,1,C,2010-01-11,20:16:00,0.8,86.7,1.8,198,No rain,20:46:00,-0.4,91.2,0.4,330,No rain,8,19,None present,None present,0.341912428,1144,2010,5,Right,140,67,Right Front,2,Mowed Lawn,NA,2010-01-11,20:34:33,{E713D6FD-D797-442A-82B8-38B102A4FDE1},-91.34667107,34.01786436,EPSG:4326,15N 652657.364E 3765369.167N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan112016,1,C,2010-01-11,20:16:00,0.8,86.7,1.8,198,No rain,20:46:00,-0.4,91.2,0.4,330,No rain,8,19,None present,None present,0.341912428,1145,2010,6,Left,53,88,Left Back,1,Riparian Forest,NA,2010-01-11,20:40:38,{09D9C0AE-D5EB-424F-B5AB-758CCDAEE631},-91.34946582,34.0227804,EPSG:4326,15N 652390.499E 3765910.17N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan112016,1,C,2010-01-11,20:16:00,0.8,86.7,1.8,198,No rain,20:46:00,-0.4,91.2,0.4,330,No rain,8,19,None present,None present,0.341912428,1146,2010,7,Right,51,53,Right Front,1,Riparian Forest,NA,2010-01-11,20:42:02,{942B32C5-D6B2-42EF-83F0-0C1A883CEE00},-91.34949985,34.02280889,EPSG:4326,15N 652387.306E 3765913.278N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan191824,2,A,2010-01-19,18:24:00,17.5,68.4,1.1,60,No rain,19:10:00,15.5,83.6,1.4,0,No rain,20,58, 75 - 95, 75 - 95,0.341912428,1147,2010,1,Left,21,83,Left Front,2,Riparian Forest,NA,2010-01-19,18:31:40,{8C3C4876-DB3D-4B3B-B2D2-2DBB4408952E},-91.34652052,34.02684871,EPSG:4326,15N 652655.174E 3766365.716N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Arkansas Post National Memorial,ARPO,ARPODeerSV2010Jan11,ARPODeerSV2010Jan191824,2,A,2010-01-19,18:24:00,17.5,68.4,1.1,60,No rain,19:10:00,15.5,83.6,1.4,0,No rain,20,58, 75 - 95, 75 - 95,0.341912428,1148,2010,2,Right,63,47,Right Front,2,Riparian Forest,NA,2010-01-19,18:33:25,{0C3A2578-B47C-4552-B835-239829C0597C},-91.34587413,34.02683525,EPSG:4326,15N 652714.881E 3766365.189N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
