EventID,PeriodID,ParkCode,Route,SurveyNumber,Round,DeerDate,StartTime,BeginningTemperatureInCelsius,BeginningHumidityInPercent,BeginningWindInMetersPerSecond,BeginningWindDirectionInDegrees,BeginningPrecipitation,EndTime,EndingTemperatureInCelsius,EndingHumidityInPercent,EndingWindInMetersPerSecond,EndingWindDirectionInDegrees,EndingPrecipitation,MoonIlluminationInPercent,DeerTotal,BeginningCloudCoverInPercent,EndingCloudCoverInPercent,FieldNotes,dwcType,BasisofRecord,ScientificName,TaxonRank
ARPODeerSV2012Jan232027,ARPODeerSV2012Jan03,ARPO,Tour Road,4,C,2012-01-23,20:27:00,3.8,95.4,0,-9999,No rain,20:53:00,4.4,92.7,0.4,-9999,No rain,1,12,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2012Jan301833,ARPODeerSV2012Jan03,ARPO,Tour Road,5,A,2012-01-30,18:33:00,14.1,43.2,1.3,350,No rain,19:01:00,13.8,43.7,1.8,350,No rain,50,14,Trace - 1, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2012Jan301933,ARPODeerSV2012Jan03,ARPO,Tour Road,5,B,2012-01-30,19:33:00,13.8,43.7,1.8,350,No rain,19:58:00,13.8,38.1,2.5,350,No rain,50,15, 50 - 75, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2012Jan302033,ARPODeerSV2012Jan03,ARPO,Tour Road,5,C,2012-01-30,20:33:00,13.8,38.1,2.5,350,No rain,21:02:00,13.1,43.2,1.8,350,No rain,50,25, 50 - 75, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2013Feb041837,ARPODeerSV2013Jan07,ARPO,Tour Road,5,A,2013-02-04,18:37:00,10.8,71.4,2.8,359,No rain,18:59:00,10.4,77.9,1.3,359,No rain,43,21, 75 - 95, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2013Feb041937,ARPODeerSV2013Jan07,ARPO,Tour Road,5,B,2013-02-04,19:37:00,10.4,77.9,1.3,359,No rain,19:58:00,10.2,83.1,1,359,Mist or fog,43,22, 75 - 95, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2013Feb042037,ARPODeerSV2013Jan07,ARPO,Tour Road,5,C,2013-02-04,20:37:00,10.2,83.1,1,359,Mist or fog,21:01:00,9.9,85.8,1.2,359,Mist or fog,43,19, 75 - 95, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2013Jan071812,ARPODeerSV2013Jan07,ARPO,Tour Road,1,A,2013-01-07,18:12:00,5,75.2,0,-9999,No rain,18:37:00,1.5,92.1,0.5,210,No rain,27,13, 50 - 75, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2013Jan071912,ARPODeerSV2013Jan07,ARPO,Tour Road,1,B,2013-01-07,19:12:00,1.5,92.1,0.5,210,No rain,19:34:00,0.3,90.1,0.6,210,No rain,27,5, 5 - 25, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2013Jan072012,ARPODeerSV2013Jan07,ARPO,Tour Road,1,C,2013-01-07,20:12:00,0.3,90.1,0.6,210,No rain,20:38:00,1.2,95.3,0,-9999,No rain,27,11, 75 - 95, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2013Jan141819,ARPODeerSV2013Jan07,ARPO,Tour Road,2,A,2013-01-14,18:19:00,1.5,66.5,1.2,156,No rain,18:43:00,-0.6,87.5,1.4,156,No rain,8,4, 50 - 75, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2013Jan141919,ARPODeerSV2013Jan07,ARPO,Tour Road,2,B,2013-01-14,19:19:00,-0.6,87.5,1.4,156,No rain,19:45:00,-0.6,78,1.4,156,No rain,8,6, 5 - 25,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2013Jan142019,ARPODeerSV2013Jan07,ARPO,Tour Road,2,C,2013-01-14,20:19:00,-0.6,78,1.4,156,No rain,20:45:00,-0.6,78,1.4,156,No rain,8,5,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2013Jan221826,ARPODeerSV2013Jan07,ARPO,Tour Road,3,A,2013-01-22,18:26:00,8.4,41.7,1.2,315,No rain,19:03:00,6.6,45.8,1.1,315,No rain,79,19, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2013Jan221926,ARPODeerSV2013Jan07,ARPO,Tour Road,3,B,2013-01-22,19:26:00,6.6,45.8,1.1,315,No rain,19:56:00,6.2,53.8,0.4,315,No rain,79,16, 95 - 100, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2013Jan222026,ARPODeerSV2013Jan07,ARPO,Tour Road,3,C,2013-01-22,20:26:00,6.2,53.8,0.4,315,No rain,20:53:00,4.6,68.5,0.3,315,No rain,79,12, 75 - 95, 50 - 75,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2013Jan281832,ARPODeerSV2013Jan07,ARPO,Tour Road,4,A,2013-01-28,18:32:00,18.9,79.7,2.7,358,No rain,19:03:00,18.7,82.9,2.7,358,No rain,99,22, 95 - 100, 50 - 75,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2013Jan281932,ARPODeerSV2013Jan07,ARPO,Tour Road,4,B,2013-01-28,19:32:00,18.7,82.9,2.7,358,No rain,20:05:00,18.6,83.3,3.4,358,No rain,99,24, 50 - 75, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2013Jan282032,ARPODeerSV2013Jan07,ARPO,Tour Road,4,C,2013-01-28,20:32:00,18.6,83.3,3.4,358,No rain,20:59:00,18.8,81.6,1.7,358,No rain,99,19, 95 - 100, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2014Feb181852,ARPODeerSV2014Jan13,ARPO,Tour Road,4,A,2014-02-18,18:52:00,20.3,69.6,2.9,19,No rain,19:33:00,18.6,85.1,4.9,19,No rain,90,17, 75 - 95, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2014Feb181952,ARPODeerSV2014Jan13,ARPO,Tour Road,4,B,2014-02-18,19:52:00,18.6,85.1,4.9,19,No rain,20:29:00,17.9,85.9,2,19,No rain,90,16, 5 - 25,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2014Feb182052,ARPODeerSV2014Jan13,ARPO,Tour Road,4,C,2014-02-18,20:52:00,17.9,85.9,2,19,No rain,21:25:00,15.1,94.1,1.3,19,No rain,90,12,None present, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2014Feb241858,ARPODeerSV2014Jan13,ARPO,Tour Road,5,A,2014-02-24,18:58:00,13.9,37.6,0.5,108,No rain,19:38:00,8.9,58.3,1.8,108,No rain,33,14, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2014Feb241958,ARPODeerSV2014Jan13,ARPO,Tour Road,5,B,2014-02-24,19:58:00,8.9,58.3,1.8,108,No rain,20:32:00,8.9,44.2,1.8,108,No rain,33,14, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2014Feb242058,ARPODeerSV2014Jan13,ARPO,Tour Road,5,C,2014-02-24,20:58:00,8.9,44.2,1.8,108,No rain,21:36:00,9.7,55,0.5,108,No rain,33,16, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2014Jan131817,ARPODeerSV2014Jan13,ARPO,Tour Road,1,A,2014-01-13,18:17:00,12.3,58.1,0.9,155,No rain,18:40:00,10.2,73.8,0.5,155,No rain,92,17,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2014Jan131917,ARPODeerSV2014Jan13,ARPO,Tour Road,1,B,2014-01-13,19:17:00,9.2,76.1,0.5,155,No rain,19:47:00,8.9,78.5,0.6,155,No rain,92,23,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2014Jan132017,ARPODeerSV2014Jan13,ARPO,Tour Road,1,C,2014-01-13,20:17:00,7.9,85.3,0.7,155,No rain,20:50:00,9.4,78,1.1,155,No rain,92,31,Trace - 1,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2014Jan211825,ARPODeerSV2014Jan13,ARPO,Tour Road,2,A,2014-01-21,18:25:00,1.9,40.2,2.3,194,No rain,19:01:00,-2.7,86.4,0.4,194,No rain,78,20,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2014Jan211925,ARPODeerSV2014Jan13,ARPO,Tour Road,2,B,2014-01-21,19:25:00,-2.7,86.4,0.4,194,No rain,19:53:00,-4.5,89,0.8,194,No rain,78,12,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2014Jan212025,ARPODeerSV2014Jan13,ARPO,Tour Road,2,C,2014-01-21,20:25:00,-4.5,89,0.8,194,No rain,20:55:00,-2.7,70.3,1.9,194,No rain,78,11,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2014Jan271831,ARPODeerSV2014Jan13,ARPO,Tour Road,3,A,2014-01-27,18:31:00,-2.4,39.8,8.8,178,No rain,18:57:00,-3,42.3,7.2,178,No rain,19,17, 25 - 50, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2014Jan271931,ARPODeerSV2014Jan13,ARPO,Tour Road,3,B,2014-01-27,19:31:00,-3,42.3,7.2,178,No rain,19:58:00,-3.7,51.3,5.7,178,No rain,19,6, 25 - 50, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2014Jan272031,ARPODeerSV2014Jan13,ARPO,Tour Road,3,C,2014-01-27,20:31:00,-3.7,51.3,5.7,178,No rain,20:57:00,-2.2,49.3,3.9,178,No rain,19,5, 25 - 50, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2015Feb021830,ARPODeerSV2015Jan05,ARPO,Tour Road,5,A,2015-02-02,18:30:00,7.3,48.3,0.4,113,No rain,19:08:00,-1.1,84.5,0.9,113,No rain,97,5, 5 - 25, 50 - 75,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2015Feb021930,ARPODeerSV2015Jan05,ARPO,Tour Road,5,B,2015-02-02,19:30:00,-1.1,84.5,0.9,113,No rain,20:08:00,-2.1,88,0.4,113,No rain,97,4, 50 - 75, 50 - 75,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2015Feb022030,ARPODeerSV2015Jan05,ARPO,Tour Road,5,C,2015-02-02,20:30:00,-2.1,88,0.4,113,No rain,21:08:00,-0.9,94.7,0,-9999,No rain,97,4, 50 - 75, 50 - 75,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2015Feb091843,ARPODeerSV2015Jan05,ARPO,Tour Road,6,A,2015-02-09,18:43:00,8.8,69.5,3.6,196,No rain,19:03:00,6.8,78.5,2.4,196,No rain,77,12, 5 - 25, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2015Feb091943,ARPODeerSV2015Jan05,ARPO,Tour Road,6,B,2015-02-09,19:43:00,6.8,78.5,2.4,196,No rain,20:02:00,6.5,84.2,4.3,196,No rain,77,21, 5 - 25, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2015Feb092043,ARPODeerSV2015Jan05,ARPO,Tour Road,6,C,2015-02-09,20:43:00,6.5,84.2,4.3,196,No rain,21:01:00,4.4,89.6,1.5,196,No rain,77,22, 25 - 50, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2015Jan051805,ARPODeerSV2015Jan05,ARPO,Tour Road,1,A,2015-01-05,18:05:00,0.6,54.5,0,-9999,No rain,18:38:00,-1.8,87,0.4,262,No rain,100,7, 5 - 25, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2015Jan051910,ARPODeerSV2015Jan05,ARPO,Tour Road,1,B,2015-01-05,19:10:00,-1.8,87,0.4,262,No rain,19:30:00,-1.7,93.7,0.7,262,No rain,100,5, 5 - 25,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2015Jan052010,ARPODeerSV2015Jan05,ARPO,Tour Road,1,C,2015-01-05,20:10:00,-1.7,93.7,0.7,262,No rain,20:30:00,-1.8,94.2,0.6,40,No rain,100,0,None present, 5 - 25,No deer,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2015Jan121816,ARPODeerSV2015Jan05,ARPO,Tour Road,2,A,2015-01-12,18:16:00,4,72.9,6.9,98,No rain,18:40:00,4,84.4,4.7,98,No rain,61,16, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2015Jan121916,ARPODeerSV2015Jan05,ARPO,Tour Road,2,B,2015-01-12,19:16:00,4,84.4,4.7,98,No rain,19:50:00,3.4,82.8,5.6,98,No rain,61,11, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2015Jan122015,ARPODeerSV2015Jan05,ARPO,Tour Road,2,C,2015-01-12,20:15:00,3.4,82.8,5.6,98,No rain,20:41:00,3.2,83.5,5.2,98,No rain,61,15, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2015Jan201824,ARPODeerSV2015Jan05,ARPO,Tour Road,3,A,2015-01-20,18:24:00,10.6,48.4,0.6,230,No rain,18:43:00,7.3,90.4,0,-9999,No rain,0,4, 5 - 25, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2015Jan201924,ARPODeerSV2015Jan05,ARPO,Tour Road,3,B,2015-01-20,19:24:00,7.3,90.4,0,-9999,No rain,19:43:00,6.9,95.1,1.7,230,No rain,0,0, 5 - 25, 5 - 25,No deer,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2015Jan202024,ARPODeerSV2015Jan05,ARPO,Tour Road,3,C,2015-01-20,20:24:00,6.9,95.1,1.7,230,No rain,20:43:00,5.3,95.5,0.4,230,No rain,0,0, 5 - 25,Trace - 1,No deer,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2015Jan261830,ARPODeerSV2015Jan05,ARPO,Tour Road,4,A,2015-01-26,18:30:00,11.8,46.5,1,50,No rain,19:00:00,9.8,73.5,1.9,50,No rain,40,8,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2015Jan261930,ARPODeerSV2015Jan05,ARPO,Tour Road,4,B,2015-01-26,19:30:00,9.8,73.5,1.9,50,No rain,19:53:00,8.9,71.3,1.8,50,No rain,40,5,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2015Jan262030,ARPODeerSV2015Jan05,ARPO,Tour Road,4,C,2015-01-26,20:30:00,8.9,71.3,1.8,50,No rain,20:52:00,7.4,97.5,1.9,50,No rain,40,13,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2016Feb011835,ARPODeerSV2016Jan04,ARPO,Tour Road,5,A,2016-02-01,18:35:00,14.4,80.2,1.2,278,No rain,19:05:00,13.1,91.8,1.4,278,No rain,49,16, 25 - 50, 50 - 75,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2016Feb011935,ARPODeerSV2016Jan04,ARPO,Tour Road,5,B,2016-02-01,19:35:00,13.9,88.2,1,278,No rain,20:03:00,13,95.6,0.9,223,No rain,49,14, 50 - 75, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2016Feb012035,ARPODeerSV2016Jan04,ARPO,Tour Road,5,C,2016-02-01,20:35:00,12.9,95.8,1.7,223,No rain,21:05:00,14,95.7,0.7,223,No rain,49,14, 25 - 50, 1 - 5,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2016Feb081842,ARPODeerSV2016Jan04,ARPO,Tour Road,6,A,2016-02-08,18:42:00,6.7,40.6,2.8,98,No rain,19:14:00,5.9,45.1,1.5,98,No rain,0,13, 50 - 75, 50 - 75,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2016Feb081942,ARPODeerSV2016Jan04,ARPO,Tour Road,6,B,2016-02-08,19:42:00,5.8,49.6,2.2,98,No rain,20:10:00,4.5,53.1,2.5,98,No rain,0,14, 50 - 75, 1 - 5,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2016Feb082042,ARPODeerSV2016Jan04,ARPO,Tour Road,6,C,2016-02-08,20:42:00,4.4,56.8,2.5,98,No rain,21:08:00,1.8,67.1,1,98,No rain,0,16,Trace - 1,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2016Jan041809,ARPODeerSV2016Jan04,ARPO,Tour Road,1,A,2016-01-04,18:09:00,0.7,75.6,4.1,209,No rain,18:41:00,0.8,78,3.9,209,No rain,32,14, 5 - 25,Trace - 1,Park was flooded,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2016Jan041909,ARPODeerSV2016Jan04,ARPO,Tour Road,1,B,2016-01-04,19:09:00,0.8,78,3.9,209,No rain,19:36:00,0,88.2,3.1,192,No rain,32,6,Trace - 1,Trace - 1,Park was flooded,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2016Jan042009,ARPODeerSV2016Jan04,ARPO,Tour Road,1,C,2016-01-04,20:09:00,0,88.2,3.1,192,No rain,20:53:00,-0.4,89.1,2.5,192,No rain,32,2,Trace - 1,Trace - 1,Park was flooded,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2016Jan111815,ARPODeerSV2016Jan04,ARPO,Tour Road,2,A,2016-01-11,18:15:00,3.9,66.1,2.9,340,No rain,18:39:00,4.2,65,2.2,340,No rain,2,11, 75 - 95, 50 - 75,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2016Jan111915,ARPODeerSV2016Jan04,ARPO,Tour Road,2,B,2016-01-11,19:15:00,3.9,71.7,4.5,340,No rain,19:40:00,3.7,71.4,4,359,No rain,2,10, 5 - 25, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2016Jan112015,ARPODeerSV2016Jan04,ARPO,Tour Road,2,C,2016-01-11,20:15:00,3.1,75.4,2.2,359,No rain,20:44:00,2.6,86.8,2.5,359,No rain,2,17, 5 - 25, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2016Jan191823,ARPODeerSV2016Jan04,ARPO,Tour Road,3,A,2016-01-19,18:23:00,5.4,44.6,1.5,286,No rain,18:44:00,4.3,50,1.4,286,No rain,75,7, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2016Jan191923,ARPODeerSV2016Jan04,ARPO,Tour Road,3,B,2016-01-19,19:23:00,4.1,53.4,2.7,286,No rain,19:45:00,3.8,59.8,1.4,286,No rain,75,7, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2016Jan192023,ARPODeerSV2016Jan04,ARPO,Tour Road,3,C,2016-01-19,20:23:00,6.4,55,0.7,286,No rain,20:46:00,4.6,63.2,0.4,286,No rain,75,2, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2016Jan251829,ARPODeerSV2016Jan04,ARPO,Tour Road,4,A,2016-01-25,18:29:00,16.1,80.5,4.3,349,No rain,19:00:00,15,86.4,3.6,349,No rain,98,9, 50 - 75, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2016Jan251929,ARPODeerSV2016Jan04,ARPO,Tour Road,4,B,2016-01-25,19:29:00,15,86.4,3.6,349,No rain,19:58:00,13.4,96,2.8,349,No rain,98,11, 25 - 50, 50 - 75,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2016Jan252029,ARPODeerSV2016Jan04,ARPO,Tour Road,4,C,2016-01-25,20:29:00,13.4,96,2.8,349,No rain,20:57:00,12.7,97.7,1.3,349,No rain,98,6, 50 - 75, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2017Jan091814,ARPODeerSV2017Jan09,ARPO,Tour Road,1,A,2017-01-09,18:14:00,6.4,53.6,2,196,No rain,18:47:00,6.3,58.7,1.2,186,No rain,88,7, 75 - 95, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2017Jan091914,ARPODeerSV2017Jan09,ARPO,Tour Road,1,B,2017-01-09,19:14:00,6.3,58.7,1.2,186,No rain,19:55:00,7.4,64,1.4,140,No rain,88,10, 75 - 95, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2017Jan092014,ARPODeerSV2017Jan09,ARPO,Tour Road,1,C,2017-01-09,20:14:00,7.4,64,1.4,140,No rain,20:40:00,9,68.5,3.4,189,No rain,88,12, 75 - 95, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2017Jan171821,ARPODeerSV2017Jan09,ARPO,Tour Road,2,A,2017-01-17,18:21:00,12.8,87.1,0.3,252,No rain,18:45:00,12.1,91.4,1.8,21,No rain,73,5, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2017Jan171921,ARPODeerSV2017Jan09,ARPO,Tour Road,2,B,2017-01-17,19:21:00,12.1,91.4,1.8,21,No rain,19:44:00,11.7,100,0.3,102,No rain,73,4, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2017Jan172021,ARPODeerSV2017Jan09,ARPO,Tour Road,2,C,2017-01-17,20:21:00,11.7,100,0.3,102,No rain,20:44:00,12,100,0,-9999,No rain,73,5, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2017Jan231827,ARPODeerSV2017Jan09,ARPO,Tour Road,3,A,2017-01-23,18:27:00,9.9,62,0,-9999,No rain,18:55:00,7.8,70.4,0,-9999,No rain,19,3,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2017Jan231927,ARPODeerSV2017Jan09,ARPO,Tour Road,3,B,2017-01-23,19:27:00,7.8,70.4,0,-9999,No rain,19:56:00,5.7,87.5,0,-9999,No rain,19,5,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2017Jan232027,ARPODeerSV2017Jan09,ARPO,Tour Road,3,C,2017-01-23,20:27:00,5.7,87.5,0,-9999,No rain,21:01:00,5.7,89.9,0,-9999,No rain,19,6,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2017Jan301834,ARPODeerSV2017Jan09,ARPO,Tour Road,4,A,2017-01-30,18:34:00,15.6,52.7,1.9,186,No rain,19:02:00,14.1,57.8,0.3,206,No rain,7,13,Trace - 1,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2017Jan301934,ARPODeerSV2017Jan09,ARPO,Tour Road,4,B,2017-01-30,19:34:00,14.1,57.8,0.3,206,No rain,20:03:00,13.1,60.9,1.1,179,No rain,7,16,Trace - 1,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2017Jan302034,ARPODeerSV2017Jan09,ARPO,Tour Road,4,C,2017-01-30,20:34:00,13.1,60.9,1.1,179,No rain,21:06:00,10.7,72.9,0.6,196,No rain,7,18,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2018Feb071848,ARPODeerSV2018Jan08,ARPO,Tour Road,3,A,2018-02-07,18:48:00,1.7,68.5,4.6,182,No rain,19:20:00,1.3,74.1,5.1,182,No rain,54,28, 75 - 95, 50 - 75,Black suburban driven,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2018Feb071948,ARPODeerSV2018Jan08,ARPO,Tour Road,3,B,2018-02-07,19:48:00,1.3,74.1,5.1,182,No rain,20:18:00,0.8,75.2,2.7,182,No rain,54,23, 50 - 75, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2018Feb072048,ARPODeerSV2018Jan08,ARPO,Tour Road,3,C,2018-02-07,20:48:00,0.8,75.2,2.7,182,No rain,21:22:00,0.1,75.9,2.3,182,No rain,54,21, 5 - 25, 1 - 5,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2018Feb121847,ARPODeerSV2018Jan08,ARPO,Tour Road,4,A,2018-02-12,18:47:00,6,55.6,0.8,184,No rain,19:08:00,1.4,68.8,0.5,184,No rain,12,24, 5 - 25, 5 - 25,Black suburban driven,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2018Feb121947,ARPODeerSV2018Jan08,ARPO,Tour Road,4,B,2018-02-12,19:47:00,1.4,68.8,0.5,184,No rain,20:15:00,1.5,72.3,1.9,184,No rain,12,23, 5 - 25, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2018Feb122047,ARPODeerSV2018Jan08,ARPO,Tour Road,4,C,2018-02-12,20:47:00,1.5,72.3,1.9,184,No rain,21:15:00,1.3,77.2,1.3,184,No rain,12,24, 5 - 25,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2018Jan081813,ARPODeerSV2018Jan08,ARPO,Tour Road,1,A,2018-01-08,18:13:00,8.3,88.1,5.1,18,No rain,18:51:00,8.3,73.3,6.4,18,Mist or fog,57,19, 95 - 100, 95 - 100,"Black surburban driven, antenna Ht 1.95m",Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2018Jan081913,ARPODeerSV2018Jan08,ARPO,Tour Road,1,B,2018-01-08,19:13:00,8.3,73.3,6.4,18,Mist or fog,19:45:00,7.2,93.2,4.4,18,No rain,57,22, 95 - 100, 95 - 100,"Brad left side, Dave right side",Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2018Jan291832,ARPODeerSV2018Jan08,ARPO,Tour Road,2,A,2018-01-29,18:32:00,6.1,67.8,2.8,167,No rain,19:14:00,4.5,65.6,3.4,167,No rain,92,34,None present,None present,Skipped 2 weeks due to weather and shutdown. F250 driven. Antenna Ht 2.1m,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2018Jan291932,ARPODeerSV2018Jan08,ARPO,Tour Road,2,B,2018-01-29,19:32:00,4.5,65.6,3.4,167,No rain,20:12:00,3.3,70.6,2.4,167,No rain,92,26,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2019Feb051840,ARPODeerSv2019Jan29,ARPO,Tour Road,2,A,2019-02-05,18:40:00,20.9,89.4,2.6,353,No rain,19:23:00,20.3,88.8,2.1,353,No rain,0,47, 95 - 100, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2019Feb051940,ARPODeerSv2019Jan29,ARPO,Tour Road,2,B,2019-02-05,19:40:00,20.3,88.8,2.1,353,No rain,20:14:00,20.5,92,3.8,353,No rain,0,39, 75 - 95, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
