ParkName,ParkCode,LocationID,PeriodID,EventID,CloudCover_Percent,WindIntensity,PrecipitationType,PrecipitationIntensity,SH_Springs_Present,SH_StreamFlow_Description,WeatherComments,AdditionalComments,dwcType,dwcBasisOfRecord
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,0,Calm,None,NA,FALSE,NA,NA,Trib was flooded two weeks previously,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,100,Light,Rain,Moderate,FALSE,NA,NA,Backpack shocker was not fully shocking fish for the last few meters.,Event,HumanObservation
Buffalo National River,BUFF,BUFFRMFISHBT33,BUFFRMFISH2007May21,BUFFRMFish2007Jun05,10,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Effigy Mounds National Monument,EFMO,EFMOStfish01,EFMOStfish2008Jul09,EFMOStfish2008Jul09,40,Light,None,NA,FALSE,NA,Rained 2 days previous to sampling- could see debris on banks where the water was up.,NA,Event,HumanObservation
Effigy Mounds National Monument,EFMO,EFMOStfish01,EFMOStfish2014Aug13,EFMOStfish2014Aug13,5,Calm,None,NA,FALSE,NA,Very deep deposits of sand up to 2ft in some areas,NA,Event,HumanObservation
Effigy Mounds National Monument,EFMO,EFMOStfish01,EFMOStfish2017July18,EFMOStfish2017Jul18,60,Light,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Effigy Mounds National Monument,EFMO,EFMOStfish01,EFMOStfish2023Jul19,EFMOStfish2023Jul19,50,Light,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish01,GWCAStfish2006Jun28,GWCAStfish2006Jun28,0,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish01,GWCAStfish2007May02,GWCAStfish2007May02,100,Light,Rain,Light,FALSE,NA,spotty showers,NA,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish01,GWCAStfish2010May05,GWCAStfish2010May05,0,Calm,None,NA,FALSE,NA,NA,Water clear but layers of silt along margins,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish01,GWCAStfish2013May01,GWCAStfish2013May01,100,Light,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish01,GWCAStfish2016May02,GWCAStfish2016May02,20,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish01,GWCAStfish2019May06,GWCAStfish2019May06,0,Calm,None,NA,FALSE,NA,NA,Water levels up 3-4 inches; water fairly clear. slightly turbid in deeper pools. Lower abundance of some species due to high rain/flow events prior to sampling.,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish01,GWCAStfish2022May02,GWCAStfish2022May03,100,Light,None,NA,FALSE,NA,Rain previous day (3/4 inch),NA,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish02,GWCAStfish2006Jun28,GWCAStfish2006Jun28,0,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish02,GWCAStfish2007May02,GWCAStfish2007May02,100,Calm,None,NA,FALSE,NA,rained earlier today and also yesterday,NA,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish02,GWCAStfish2010May05,GWCAStfish2010May05,0,Light,None,NA,FALSE,NA,NA,Stream bottom mucky; difficult to see once walked over substrate; lots of woody debris and overhanging veg; above bridge - lots of instream vegetation,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish02,GWCAStfish2013May01,GWCAStfish2013May01,100,Light,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish02,GWCAStfish2016May02,GWCAStfish2016May02,20,Calm,None,NA,FALSE,NA,NA,Beaver Damn ~ 15 m downstream of start of site. Had to shorten site to 105 m,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish02,GWCAStfish2019May06,GWCAStfish2019May06,10,Calm,None,NA,FALSE,NA,NA,Beaver dam gone; significant amount of deposited silt in downstream half of reach. Lower abunance of some species due to high rain/flow events prior to sampling,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish02,GWCAStfish2022May02,GWCAStfish2022May09,0,Light,None,NA,FALSE,NA,Rained heavily on previous Wed & Thursday ~ 1.25 inches,NA,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish03,GWCAStfish2006Jun28,GWCAStfish2006Jun28,0,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish03,GWCAStfish2007May02,GWCAStfish2007May02,40,Light,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish03,GWCAStfish2010May05,GWCAStfish2010May05,0,Moderate,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish03,GWCAStfish2013May01,GWCAStfish2013May01,30,Light,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish03,GWCAStfish2016May02,GWCAStfish2016May02,100,Light,None,NA,FALSE,NA,NA,water slightly cloudy,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish03,GWCAStfish2019May06,GWCAStfish2019May06,10,Calm,None,NA,FALSE,NA,NA,water levels up 3-4 inches from normal. debris along banks indicate water was up about 5 feet last week. Lower abundance of some species due to high rain/flow event prior to sampling,Event,HumanObservation
George Washington Carver National Monument,GWCA,GWCAStfish03,GWCAStfish2022May02,GWCAStfish2022May03,100,Calm,None,NA,FALSE,NA,Rained 0.75 inches previous day,Water a little cloudy in deeper pool. could not see bottom,Event,HumanObservation
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,HEHOStfish2008Jul08,HEHOStfish2008Jul08,100,Calm,None,NA,FALSE,NA,Rained 1.75 in. the previous night,NA,Event,HumanObservation
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,HEHOStfish2011Jul11,HEHOStfish2011Jul11,15,Calm,None,NA,FALSE,NA,Rained ~ 0.25 inches the previous day to sampling,Water shallow but turbid; shocker settings Freq.=40Hz Duty=25% Volts=200,Event,HumanObservation
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,HEHOStfish2014Aug12,HEHOStfish2014Aug12,0,Calm,None,NA,FALSE,NA,NA,Battery on backpack shocker quit about 10m from end of site,Event,HumanObservation
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,HEHOStfish2017July18,HEHOStfish2017Jul18,30,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,HEHOStfish2021Jul26,HEHOStfish2021Jul26,0,Moderate,None,NA,FALSE,NA,Hot,Section of stream with rock riffle structures & bank stabilization. Backpack EF kept overloading may have missed fish. Sample conducted by Hae Kim and Grant Schmitz. MSU staff,Event,HumanObservation
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,HEHOStfish2022Jul05,HEHOStfish2022Jul05,100,Light,None,NA,FALSE,NA,NA,Long-term monitoring site post 2 year stream remediation (Rock riffles). Reach 17.4 m too long.,Event,HumanObservation
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,HEHOStfish2023Jul17,HEHOStfish2023Jul17,100,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Homestead National Monument of America,HOME,HOMEShiner01lower,HOMEShiner2004Sep13,HOMEShiner2004Sep13,-999,NA,NA,NA,FALSE,trickle between pools,clear-sunny,NA,Event,HumanObservation
Homestead National Monument of America,HOME,HOMEShiner01lower,HOMEShiner2006Aug31,HOMEShiner2006Aug31,-999,NA,NA,NA,FALSE,moderate flow between pools,clear-sunny,very turbid conditions - could not electrofhish; some stream bank erosion evident but not severe; channel incised,Event,HumanObservation
Homestead National Monument of America,HOME,HOMEShiner01lower,HOMEShiner2008Aug27,HOMEShiner2008Aug27,-999,NA,NA,NA,FALSE,flow between pools,clear-sunny,NA,Event,HumanObservation
Homestead National Monument of America,HOME,HOMEShiner01lower,HOMEShiner2011Sep20,HOMEShiner2011Sep20,-999,NA,NA,NA,FALSE,flow between pools,partly cloudy,Water levels low; water moderately turbid.  For sites 3 and 4 riparian cover right bank was bare bank.,Event,HumanObservation
Homestead National Monument of America,HOME,HOMEShiner01lower,HOMEShiner2015Sep03,HOMEShiner2015Sep03,-999,NA,NA,NA,FALSE,moderate flow between pools,clear-sunny,NA,Event,HumanObservation
Homestead National Monument of America,HOME,HOMEShiner01lower,HOMEShiner2017Sep07,HOMEShiner2017Sep07,-999,NA,NA,NA,FALSE,moderate flow between pools,clear-sunny,Site 1 left bank - parking lot; Site 3 preserved fish could not be Ided due to decomposition of specimens,Event,HumanObservation
Homestead National Monument of America,HOME,HOMEShiner01lower,HOMEShiner2023Sep07,HOMEShiner2023Sep07,-999,NA,NA,NA,FALSE,flow between pools,partly cloudy,NA,Event,HumanObservation
Homestead National Monument of America,HOME,HOMEShiner01upper,HOMEShiner2004Sep13,HOMEShiner2004Sep13,-999,NA,NA,NA,FALSE,moderate flow between pools,clear-sunny,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2009Jun16,HOSPStfish2009Jun16,0,Calm,None,NA,FALSE,NA,Extremely hot weather - 98 degrees F for air temp,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2012Jul10,HOSPStfish2012Jul10,100,Calm,None,NA,FALSE,NA,overcast,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2015Jul07,HOSPStfish2015Jul07,100,Light,None,NA,FALSE,NA,NA,water levels normal,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2018Jul09,HOSPStfish2018Jul09,70,Light,None,NA,FALSE,NA,NA,Very few fish; fish habitat is 1 transect short; GPS had+\-15 m accuracy.,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,0,Calm,None,NA,FALSE,NA,NA,Lots of bedrock substrate with some fine silt deposited. Some fish lost in crevices of bedrock.,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2012Jul10,HOSPStfish2012Jul10,100,Calm,None,NA,FALSE,NA,Overcast,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2015Jul07,HOSPStfish2015Jul07,100,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,70,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT20,50,Calm,Rain,Light,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,40,Calm,None,NA,FALSE,NA,NA,longnose gar observed. but not collected,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,20,Moderate,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,0,Calm,None,NA,FALSE,NA,NA,Large amounts of deposited sand and gravel from flooding in spring and again in Sept.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,100,Calm,Rain,Light,FALSE,NA,Rained early morning until 9:00AM,Some problems with tow barge unit. Seemed to shock fish but had to be within close range. Took some time to draw fish out of cover.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,20,Calm,None,NA,FALSE,NA,NA,Water levels low; more lamprey ammoceate collected than in past years; lots of fine sediment on river left.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2014Sep22,OZARRMFish2014Sep23,15,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFish2016Sep19,OZARRMFish2016Sep19,10,Calm,None,NA,FALSE,NA,NA,Deposited sand on gravel  - only 1 small riffle in reach - deeper runs filled with sand/gravel,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2018Sep18,OZARRMFISH2018Sep19,0,Calm,None,NA,FALSE,NA,NA,Water levels low; lots of deposited sand and sediment; site wide and shallow,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2022Aug29,OZARRMFISH2022Aug29,40,Light,None,NA,FALSE,NA,Thunderstorms south of the sampling site.,Water levels lower than normal. Only sampled 10 transects. Transect 10 was ~ 16 m short of upper boundary.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2005OCT20,OZARRMFISH2005OCT25,60,Light,None,NA,FALSE,NA,NA,Deep run within site that could not sample due to depth and flow; may return with boat EF unit,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2006OCT02,OZARRMFISH2006OCT20,0,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,0,Light,None,NA,FALSE,NA,beautiful and cooler (but not cold enough) - SWH,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2008Oct06,OZARRMFish2008Oct16,0,Moderate,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2009Oct05,OZARRMFish2009Oct07,0,Light,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2012Sep24,OZARRMFish2012Sep27,80,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2014Sep22,OZARRMFish2014Sep24,10,Calm,None,NA,FALSE,NA,NA,Pool at upper end of reach filled in with gravel on river left. Not many fish collected in that pool.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,0,Light,None,NA,FALSE,NA,NA,Water cloudy - could only see ~3-4 feet deep. Did not see or catch many sunfish or bass sp.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,10,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,80,Calm,None,NA,FALSE,NA,NA,Water up ~ 1 ft. and Turbid due to rain. Visability ~ 10 in.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2005OCT20,OZARRMFISH2005NOV03,50,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,100,Light,None,NA,FALSE,NA,NA,lamprey ammocoete observed. but not collected,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,0,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct17,45,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2009Oct05,OZARRMFish2009Oct08,100,Calm,Rain,Moderate,FALSE,NA,Periods of moderate to heavy rain,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2012Sep24,OZARRMFish2012Sep26,100,Light,Rain,Moderate,FALSE,NA,Scattered Thunderstorms,Water levels rose ~3inches during rain events but water was clear.  More fantails caught than in previous years.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2014Sep22,OZARRMFish2014Sep25,0,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFish2016Sep19,OZARRMFish2016Sep29,0,Light,None,NA,FALSE,NA,NA,water cloudy - visability ~ 5 feet. did not catch as many sucker + sunfish sp. As past samples,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2018Sep18,OZARRMFISH2018Sep27,60,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2022Aug29,OZARRMFISH2022Sep06,90,Light,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2005OCT20,OZARRMFISH2005NOV08,20,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2006OCT02,OZARRMFISH2006OCT25,100,Light,Rain,Light,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2007Oct01,OZARRMFish2007Oct12,10,Light,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2008Oct06,OZARRMFish2008Oct27,0,Calm,None,NA,FALSE,NA,NA,Conversion chart used to switch Dissolved Oxygen from percent saturation to mg/L,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2009Oct05,OZARRMFish2009Oct19,0,Light,None,NA,FALSE,NA,NA,Current was swift - difficult to catch sculpins and darters from boat.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2012Sep24,OZARRMFish2012Oct09,10,Calm,None,NA,FALSE,NA,NA,Rained 48 hours prior to sampling - river up ~4in but clear,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2014Sep22,OZARRMFish2014Oct09,80,Light,None,Moderate,FALSE,NA,NA,Rained between habitat on 10/9 and fish on 10/15; River up ~0.5 feet from 10/9; Re-collected width. depth. velocity on 10/15,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFish2016Sep19,OZARRMFish2016Oct05,80,Light,None,NA,FALSE,NA,NA,Water low on side channel. couldn't sample with jet boat,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2018Sep18,OZARRMFISH2018Oct09,80,Calm,None,NA,FALSE,NA,Rained on 10/7/2018. Water levels up 2 ft and turbid. Could only see 2 feet into water.,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2022Aug29,OZARRMFISH2022Sep09,0,Calm,None,NA,FALSE,NA,NA,Side channel filling in with water willow - very shallow and narrow - sampled with backpack shocker,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,OZARRMFISH2005OCT20,OZARRMFISH2005NOV10,0,Light,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,OZARRMFISH2006OCT02,OZARRMFISH2006OCT23,5,Moderate,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,OZARRMFISH2007Oct01,OZARRMFish2007Oct16,80,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,OZARRMFISH2008Oct06,OZARRMFish2008Oct15,0,Calm,None,NA,FALSE,NA,NA,Had to convert Dissolved Oxygen to mg/L,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,OZARRMFISH2009Oct05,OZARRMFish2009Oct20,95,Light,None,NA,FALSE,NA,NA,Water up about 1 ft to 1.5 ft. Riffle at lower end of reach was a run.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,OZARRMFISH2012Sep24,OZARRMFish2012Oct10,10,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,OZARRMFISH2014Sep22,OZARRMFish2014Oct08,10,Light,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,OZARRMFish2016Sep19,OZARRMFish2016Oct06,30,Light,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,OZARRMFISH2018Sep18,OZARRMFISH2018Oct10,75,Calm,Rain,Light,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,OZARRMFISH2022Aug29,OZARRMFISH2022Sep12,0,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2005OCT20,OZARRMFISH2005DEC06,0,Light,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2006OCT02,OZARRMFISH2006OCT24,0,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2007Oct01,OZARRMFish2007Oct17,100,Light,Rain,Light,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2008Oct06,OZARRMFish2008Oct29,0,Calm,None,NA,FALSE,NA,NA,Had to convert Dissolved Oxygen to mg/L,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2009Oct05,OZARRMFish2009Oct21,100,Moderate,None,NA,FALSE,NA,NA,Water levels up about a foot from previous years. Not much riffle habitat to sample.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2012Sep24,OZARRMFish2012Oct11,75,Moderate,None,NA,FALSE,NA,afternoon storms forecasted,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2014Sep22,OZARRMFish2014Oct16,40,Light,None,NA,FALSE,NA,NA,Rained on Friday 10/10/14 to Monday 10/13/14. Water up ~1.5ft from 10/9/14; water slightly cloudy.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFish2016Sep19,OZARRMFish2016Oct12,100,Light,Rain,Light,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2018Sep18,OZARRMFISH2018Oct11,0,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT01,OZARRMFISH2009Oct05,OZARRMFish2009Oct05,0,Light,None,NA,FALSE,NA,NA,Log jam in reach - some fish escaped due to large amounts of woody debris.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT02,OZARRMFISH2007Oct01,OZARRMFish2007Oct09,0,Light,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT03,OZARRMFISH2009Oct05,OZARRMFish2009Oct16,100,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT04,OZARRMFISH2010Oct05,OZARRMFish2010Oct06,0,Calm,None,NA,FALSE,NA,NA,Much of reach was pooled or with small trickle between pools.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT06,OZARRMFISH2010Oct05,OZARRMFish2010Oct06,0,Calm,None,NA,FALSE,NA,NA,There is a dried side channel that runs about 45m along on river right.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT06,OZARRMFISH2012Sep24,OZARRMFish2012Oct18,0,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT06,OZARRMFish2016Sep19,OZARRMFish2016Oct04,0,Moderate,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT07,OZARRMFISH2008Oct06,OZARRMFish2008Oct06,50,Calm,None,NA,FALSE,NA,NA,Powder Mill- Lower boundry located at 2nd riffle upstream of low water crossing next to research center.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2006OCT02,OZARRMFISH2006OCT03,0,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2014Sep22,OZARRMFish2014Sep22,20,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2018Sep18,OZARRMFISH2018Sep18,30,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2022Aug29,OZARRMFISH2022Sep02,100,Calm,Rain,Light,FALSE,NA,NA,Not a lot of fish in the open flat areas of the stream.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT09,OZARRMFISH2008Oct06,OZARRMFish2008Oct15,35,Calm,None,NA,FALSE,NA,NA,Carr Creek- Confluence of Tributary located in backwater area of site CURRM05.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT11,OZARRMFISH2007Oct01,OZARRMFish2007Oct05,10,Calm,None,NA,FALSE,NA,NA,stream splits into 2 channels ~75 m upstream of lower reach boundary. Only sampled the river left channel because it contained most of the water. River right channel had small trickle between pools.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT12,OZARRMFISH2010Oct05,OZARRMFish2010Oct05,0,Calm,None,NA,FALSE,NA,NA,No ending measurements taken for Core 5.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT13,OZARRMFISH2006OCT02,OZARRMFISH2006OCT02,0,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2012Sep24,OZARRMFish2012Sep25,0,Calm,None,NA,FALSE,NA,NA,Tow barge generator kept shutting off due to low oil levels.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2014Sep22,OZARRMFish2014Sep25,5,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFish2016Sep19,OZARRMFish2016Sep20,0,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
