ParkUnit,Plot,SubPlot,EventDate,CanopyType,ReadingNumber,DotScore
Herbert Hoover,HEHO35,1,2017-05-23,Hardwood,4,0
Herbert Hoover,HEHO35,1,2017-05-23,Total,1,1
Herbert Hoover,HEHO35,1,2017-05-23,Total,2,5
Herbert Hoover,HEHO35,1,2017-05-23,Total,3,1
Herbert Hoover,HEHO35,1,2017-05-23,Total,4,0
Herbert Hoover,HEHO35,1,2022-05-27,Hardwood,1,17
Herbert Hoover,HEHO35,1,2022-05-27,Total,1,17
Herbert Hoover,HEHO36,1,2009-05-27,Hardwood,1,96
Herbert Hoover,HEHO36,1,2009-05-27,Hardwood,2,96
Herbert Hoover,HEHO36,1,2009-05-27,Hardwood,3,83
Herbert Hoover,HEHO36,1,2009-05-27,Hardwood,4,96
Herbert Hoover,HEHO36,1,2009-05-27,Total,1,96
Herbert Hoover,HEHO36,1,2009-05-27,Total,2,96
Herbert Hoover,HEHO36,1,2009-05-27,Total,3,83
Herbert Hoover,HEHO36,1,2009-05-27,Total,4,96
Herbert Hoover,HEHO36,1,2017-05-23,Hardwood,1,80
Herbert Hoover,HEHO36,1,2017-05-23,Hardwood,2,72
Herbert Hoover,HEHO36,1,2017-05-23,Hardwood,3,33
Herbert Hoover,HEHO36,1,2017-05-23,Hardwood,4,91
Herbert Hoover,HEHO36,1,2017-05-23,Total,1,80
Herbert Hoover,HEHO36,1,2017-05-23,Total,2,72
Herbert Hoover,HEHO36,1,2017-05-23,Total,3,33
Herbert Hoover,HEHO36,1,2017-05-23,Total,4,91
Herbert Hoover,HEHO36,1,2022-05-27,Hardwood,1,81
Herbert Hoover,HEHO36,1,2022-05-27,Hardwood,2,29
Herbert Hoover,HEHO36,1,2022-05-27,Hardwood,3,65
Herbert Hoover,HEHO36,1,2022-05-27,Hardwood,4,89
Herbert Hoover,HEHO36,1,2022-05-27,Total,1,81
Herbert Hoover,HEHO36,1,2022-05-27,Total,2,29
Herbert Hoover,HEHO36,1,2022-05-27,Total,3,65
Herbert Hoover,HEHO36,1,2022-05-27,Total,4,89
Herbert Hoover,HEHO37,1,2009-05-27,Hardwood,1,12
Herbert Hoover,HEHO37,1,2009-05-27,Hardwood,2,28
Herbert Hoover,HEHO37,1,2009-05-27,Hardwood,3,1
Herbert Hoover,HEHO37,1,2009-05-27,Hardwood,4,5
Herbert Hoover,HEHO37,1,2009-05-27,Total,1,12
Herbert Hoover,HEHO37,1,2009-05-27,Total,2,28
Herbert Hoover,HEHO37,1,2009-05-27,Total,3,1
Herbert Hoover,HEHO37,1,2009-05-27,Total,4,5
Herbert Hoover,HEHO37,1,2017-05-23,Conifer,1,26
Herbert Hoover,HEHO37,1,2017-05-23,Hardwood,2,85
Herbert Hoover,HEHO37,1,2017-05-23,Hardwood,3,89
Herbert Hoover,HEHO37,1,2017-05-23,Total,1,26
Herbert Hoover,HEHO37,1,2017-05-23,Total,2,85
Herbert Hoover,HEHO37,1,2017-05-23,Total,3,89
Herbert Hoover,HEHO37,1,2017-05-23,Total,4,0
Herbert Hoover,HEHO37,1,2022-05-27,Hardwood,1,20
Herbert Hoover,HEHO37,1,2022-05-27,Hardwood,3,12
Herbert Hoover,HEHO37,1,2022-05-27,Hardwood,4,6
Herbert Hoover,HEHO37,1,2022-05-27,Total,1,20
Herbert Hoover,HEHO37,1,2022-05-27,Total,3,12
Herbert Hoover,HEHO37,1,2022-05-27,Total,4,6
Herbert Hoover,HEHO38,1,2009-05-27,Hardwood,1,93
Herbert Hoover,HEHO38,1,2009-05-27,Hardwood,2,85
Herbert Hoover,HEHO38,1,2009-05-27,Hardwood,3,96
Herbert Hoover,HEHO38,1,2009-05-27,Hardwood,4,96
Herbert Hoover,HEHO38,1,2009-05-27,Total,1,93
Herbert Hoover,HEHO38,1,2009-05-27,Total,2,85
Herbert Hoover,HEHO38,1,2009-05-27,Total,3,96
Herbert Hoover,HEHO38,1,2009-05-27,Total,4,96
Herbert Hoover,HEHO38,1,2017-05-22,Hardwood,1,80
Herbert Hoover,HEHO38,1,2017-05-22,Hardwood,2,84
Herbert Hoover,HEHO38,1,2017-05-22,Hardwood,3,76
Herbert Hoover,HEHO38,1,2017-05-22,Hardwood,4,38
Herbert Hoover,HEHO38,1,2017-05-22,Total,1,80
Herbert Hoover,HEHO38,1,2017-05-22,Total,2,84
Herbert Hoover,HEHO38,1,2017-05-22,Total,3,76
Herbert Hoover,HEHO38,1,2017-05-22,Total,4,38
Herbert Hoover,HEHO38,1,2022-05-27,Hardwood,1,74
Herbert Hoover,HEHO38,1,2022-05-27,Hardwood,2,25
Herbert Hoover,HEHO38,1,2022-05-27,Hardwood,3,90
Herbert Hoover,HEHO38,1,2022-05-27,Hardwood,4,87
Herbert Hoover,HEHO38,1,2022-05-27,Total,1,74
Herbert Hoover,HEHO38,1,2022-05-27,Total,2,25
Herbert Hoover,HEHO38,1,2022-05-27,Total,3,90
Herbert Hoover,HEHO38,1,2022-05-27,Total,4,87
Herbert Hoover,HEHO4,1,2017-05-22,Total,1,0
Herbert Hoover,HEHO4,1,2017-05-22,Total,2,0
Herbert Hoover,HEHO4,1,2017-05-22,Total,3,0
Herbert Hoover,HEHO4,1,2017-05-22,Total,4,0
Herbert Hoover,HEHO4,2,2005-06-04,Hardwood,1,58
Herbert Hoover,HEHO4,2,2005-06-04,Hardwood,2,70
Herbert Hoover,HEHO4,2,2005-06-04,Hardwood,3,96
Herbert Hoover,HEHO4,2,2005-06-04,Hardwood,4,96
Herbert Hoover,HEHO4,2,2006-06-04,Hardwood,1,96
Herbert Hoover,HEHO4,2,2006-06-04,Hardwood,2,96
Herbert Hoover,HEHO4,2,2006-06-04,Hardwood,3,96
Herbert Hoover,HEHO4,2,2006-06-04,Hardwood,4,96
Herbert Hoover,HEHO5,1,2017-05-22,Total,1,0
Herbert Hoover,HEHO5,1,2017-05-22,Total,2,0
Herbert Hoover,HEHO5,1,2017-05-22,Total,3,0
Herbert Hoover,HEHO5,1,2017-05-22,Total,4,0
Herbert Hoover,HEHO6,1,2017-05-22,Total,1,0
Herbert Hoover,HEHO6,1,2017-05-22,Total,2,0
Herbert Hoover,HEHO6,1,2017-05-22,Total,3,0
Herbert Hoover,HEHO6,1,2017-05-22,Total,4,0
Herbert Hoover,HEHO7,1,2017-05-22,Total,1,0
Herbert Hoover,HEHO7,1,2017-05-22,Total,2,0
Herbert Hoover,HEHO7,1,2017-05-22,Total,3,0
Herbert Hoover,HEHO7,1,2017-05-22,Total,4,0
Herbert Hoover,HEHO7,2,2005-06-04,Hardwood,1,64
Herbert Hoover,HEHO7,2,2005-06-04,Hardwood,2,0
Herbert Hoover,HEHO7,2,2005-06-04,Hardwood,3,1
Herbert Hoover,HEHO7,2,2005-06-04,Hardwood,4,24
Herbert Hoover,HEHO7,2,2006-06-04,Hardwood,1,10
Herbert Hoover,HEHO7,3,2006-06-04,Hardwood,1,10
Herbert Hoover,HEHO7,3,2006-06-04,Hardwood,2,3
Herbert Hoover,HEHO7,3,2006-06-04,Hardwood,3,1
Herbert Hoover,HEHO8,1,2017-05-22,Total,1,0
Herbert Hoover,HEHO8,1,2017-05-22,Total,2,0
Herbert Hoover,HEHO8,1,2017-05-22,Total,3,0
Herbert Hoover,HEHO8,1,2017-05-22,Total,4,0
Herbert Hoover,HEHO8,3,2006-06-04,Hardwood,1,4
Herbert Hoover,HEHO9,1,2017-05-22,Total,1,0
Herbert Hoover,HEHO9,1,2017-05-22,Total,2,0
Herbert Hoover,HEHO9,1,2017-05-22,Total,3,0
Herbert Hoover,HEHO9,1,2017-05-22,Total,4,0
Hopewell Culture,HOCU1,1,2005-06-02,Hardwood,1,96
Hopewell Culture,HOCU1,1,2005-06-02,Hardwood,2,96
Hopewell Culture,HOCU1,1,2005-06-02,Hardwood,3,94
Hopewell Culture,HOCU1,1,2005-06-02,Hardwood,4,95
Hopewell Culture,HOCU1,1,2006-05-31,Hardwood,1,96
Hopewell Culture,HOCU1,1,2006-05-31,Hardwood,2,96
Hopewell Culture,HOCU1,1,2006-05-31,Hardwood,3,96
Hopewell Culture,HOCU1,1,2006-05-31,Hardwood,4,95
Hopewell Culture,HOCU1,1,2007-06-12,Hardwood,1,56
Hopewell Culture,HOCU1,1,2007-06-12,Hardwood,2,10
Hopewell Culture,HOCU1,1,2007-06-12,Hardwood,3,76
Hopewell Culture,HOCU1,1,2007-06-12,Hardwood,4,5
Hopewell Culture,HOCU1,1,2007-06-12,Total,1,56
Hopewell Culture,HOCU1,1,2007-06-12,Total,2,10
Hopewell Culture,HOCU1,1,2007-06-12,Total,3,76
Hopewell Culture,HOCU1,1,2007-06-12,Total,4,5
Hopewell Culture,HOCU1,1,2011-05-22,Hardwood,1,0
Hopewell Culture,HOCU1,1,2011-05-22,Hardwood,2,0
Hopewell Culture,HOCU1,1,2011-05-22,Hardwood,3,18
Hopewell Culture,HOCU1,1,2011-05-22,Hardwood,4,8
Hopewell Culture,HOCU1,1,2011-05-22,Total,1,0
Hopewell Culture,HOCU1,1,2011-05-22,Total,2,0
Hopewell Culture,HOCU1,1,2011-05-22,Total,3,18
Hopewell Culture,HOCU1,1,2011-05-22,Total,4,8
Hopewell Culture,HOCU1,1,2015-05-12,Hardwood,2,18
Hopewell Culture,HOCU1,1,2015-05-12,Hardwood,3,10
Hopewell Culture,HOCU1,1,2015-05-12,Total,2,18
Hopewell Culture,HOCU1,1,2015-05-12,Total,3,10
Hopewell Culture,HOCU1,1,2019-05-14,Hardwood,1,71
Hopewell Culture,HOCU1,1,2019-05-14,Hardwood,2,88
Hopewell Culture,HOCU1,1,2019-05-14,Hardwood,3,94
Hopewell Culture,HOCU1,1,2019-05-14,Hardwood,4,95
Hopewell Culture,HOCU1,1,2019-05-14,Total,1,71
Hopewell Culture,HOCU1,1,2019-05-14,Total,2,88
Hopewell Culture,HOCU1,1,2019-05-14,Total,3,94
Hopewell Culture,HOCU1,1,2019-05-14,Total,4,95
Hopewell Culture,HOCU1,2,2005-06-02,Hardwood,1,78
Hopewell Culture,HOCU1,2,2005-06-02,Hardwood,2,64
Hopewell Culture,HOCU1,2,2005-06-02,Hardwood,3,95
Hopewell Culture,HOCU1,2,2005-06-02,Hardwood,4,96
Hopewell Culture,HOCU1,2,2006-05-31,Hardwood,1,96
Hopewell Culture,HOCU1,2,2006-05-31,Hardwood,2,96
Hopewell Culture,HOCU1,2,2006-05-31,Hardwood,3,94
Hopewell Culture,HOCU1,2,2006-05-31,Hardwood,4,95
Hopewell Culture,HOCU1,4,2005-06-02,Hardwood,1,96
Hopewell Culture,HOCU1,4,2005-06-02,Hardwood,2,96
Hopewell Culture,HOCU1,4,2005-06-02,Hardwood,3,96
Hopewell Culture,HOCU1,4,2005-06-02,Hardwood,4,96
Hopewell Culture,HOCU1,4,2006-05-31,Hardwood,1,96
Hopewell Culture,HOCU1,4,2006-05-31,Hardwood,2,96
Hopewell Culture,HOCU1,4,2006-05-31,Hardwood,3,96
Hopewell Culture,HOCU1,4,2006-05-31,Hardwood,4,93
Hopewell Culture,HOCU11,1,2005-06-03,Hardwood,1,79
Hopewell Culture,HOCU11,1,2005-06-03,Hardwood,2,93
Hopewell Culture,HOCU11,1,2005-06-03,Hardwood,3,96
Hopewell Culture,HOCU11,1,2005-06-03,Hardwood,4,85
Hopewell Culture,HOCU11,1,2006-05-31,Hardwood,1,93
Hopewell Culture,HOCU11,1,2006-05-31,Hardwood,2,95
Hopewell Culture,HOCU11,1,2006-05-31,Hardwood,3,96
Hopewell Culture,HOCU11,1,2006-05-31,Hardwood,4,96
Hopewell Culture,HOCU11,1,2007-06-12,Hardwood,1,90
Hopewell Culture,HOCU11,1,2007-06-12,Hardwood,2,94
Hopewell Culture,HOCU11,1,2007-06-12,Hardwood,3,86
Hopewell Culture,HOCU11,1,2007-06-12,Hardwood,4,88
Hopewell Culture,HOCU11,1,2007-06-12,Total,1,90
Hopewell Culture,HOCU11,1,2007-06-12,Total,2,94
Hopewell Culture,HOCU11,1,2007-06-12,Total,3,86
Hopewell Culture,HOCU11,1,2007-06-12,Total,4,88
Hopewell Culture,HOCU11,1,2011-05-22,Hardwood,1,72
Hopewell Culture,HOCU11,1,2011-05-22,Hardwood,2,83
Hopewell Culture,HOCU11,1,2011-05-22,Hardwood,3,87
Hopewell Culture,HOCU11,1,2011-05-22,Hardwood,4,79
Hopewell Culture,HOCU11,1,2011-05-22,Total,1,72
Hopewell Culture,HOCU11,1,2011-05-22,Total,2,83
Hopewell Culture,HOCU11,1,2011-05-22,Total,3,87
Hopewell Culture,HOCU11,1,2011-05-22,Total,4,79
Hopewell Culture,HOCU11,1,2015-05-12,Hardwood,1,85
Hopewell Culture,HOCU11,1,2015-05-12,Hardwood,2,91
Hopewell Culture,HOCU11,1,2015-05-12,Hardwood,3,83
Hopewell Culture,HOCU11,1,2015-05-12,Hardwood,4,85
Hopewell Culture,HOCU11,1,2015-05-12,Total,1,85
Hopewell Culture,HOCU11,1,2015-05-12,Total,2,91
Hopewell Culture,HOCU11,1,2015-05-12,Total,3,83
Hopewell Culture,HOCU11,1,2015-05-12,Total,4,85
Hopewell Culture,HOCU11,1,2019-05-15,Hardwood,1,84
Hopewell Culture,HOCU11,1,2019-05-15,Hardwood,2,93
Hopewell Culture,HOCU11,1,2019-05-15,Hardwood,3,76
Hopewell Culture,HOCU11,1,2019-05-15,Hardwood,4,84
Hopewell Culture,HOCU11,1,2019-05-15,Total,1,84
Hopewell Culture,HOCU11,1,2019-05-15,Total,2,93
Hopewell Culture,HOCU11,1,2019-05-15,Total,3,76
Hopewell Culture,HOCU11,1,2019-05-15,Total,4,84
Hopewell Culture,HOCU11,2,2005-06-03,Hardwood,1,83
Hopewell Culture,HOCU11,2,2005-06-03,Hardwood,2,96
Hopewell Culture,HOCU11,2,2005-06-03,Hardwood,3,96
Hopewell Culture,HOCU11,2,2005-06-03,Hardwood,4,81
Hopewell Culture,HOCU11,2,2006-05-31,Hardwood,1,96
Hopewell Culture,HOCU11,2,2006-05-31,Hardwood,2,96
Hopewell Culture,HOCU11,2,2006-05-31,Hardwood,3,96
Hopewell Culture,HOCU11,2,2006-05-31,Hardwood,4,96
Hopewell Culture,HOCU11,3,2005-06-03,Hardwood,1,96
Hopewell Culture,HOCU11,3,2005-06-03,Hardwood,2,96
Hopewell Culture,HOCU11,3,2005-06-03,Hardwood,3,95
Hopewell Culture,HOCU11,3,2005-06-03,Hardwood,4,94
Hopewell Culture,HOCU11,3,2006-05-31,Hardwood,1,92
Hopewell Culture,HOCU11,3,2006-05-31,Hardwood,2,91
Hopewell Culture,HOCU11,3,2006-05-31,Hardwood,3,89
Hopewell Culture,HOCU11,3,2006-05-31,Total,1,92
Hopewell Culture,HOCU11,3,2006-05-31,Total,2,91
Hopewell Culture,HOCU11,3,2006-05-31,Total,3,89
Hopewell Culture,HOCU11,4,2005-06-03,Hardwood,1,93
Hopewell Culture,HOCU11,4,2005-06-03,Hardwood,2,93
Hopewell Culture,HOCU11,4,2005-06-03,Hardwood,3,94
Hopewell Culture,HOCU11,4,2005-06-03,Hardwood,4,93
Hopewell Culture,HOCU11,4,2006-05-31,Hardwood,1,96
Hopewell Culture,HOCU11,4,2006-05-31,Hardwood,2,96
Hopewell Culture,HOCU11,4,2006-05-31,Hardwood,3,96
Hopewell Culture,HOCU11,4,2006-05-31,Hardwood,4,95
Hopewell Culture,HOCU11,4,2006-05-31,Total,1,96
Hopewell Culture,HOCU11,4,2006-05-31,Total,2,96
Hopewell Culture,HOCU11,4,2006-05-31,Total,3,96
Hopewell Culture,HOCU11,4,2006-05-31,Total,4,95
Hopewell Culture,HOCU12,1,2011-05-23,Hardwood,1,34
Hopewell Culture,HOCU12,1,2011-05-23,Hardwood,2,0
Hopewell Culture,HOCU12,1,2011-05-23,Hardwood,3,0
Hopewell Culture,HOCU12,1,2011-05-23,Hardwood,4,0
Hopewell Culture,HOCU12,1,2011-05-23,Total,1,34
Hopewell Culture,HOCU12,1,2011-05-23,Total,2,0
Hopewell Culture,HOCU12,1,2011-05-23,Total,3,0
Hopewell Culture,HOCU12,1,2011-05-23,Total,4,0
Hopewell Culture,HOCU12,2,2006-06-01,Hardwood,1,26
Hopewell Culture,HOCU12,2,2006-06-01,Hardwood,2,1
Hopewell Culture,HOCU12,2,2006-06-01,Total,1,26
Hopewell Culture,HOCU12,2,2006-06-01,Total,2,1
Hopewell Culture,HOCU12,4,2005-06-01,Hardwood,1,15
Hopewell Culture,HOCU12,4,2005-06-01,Hardwood,2,0
Hopewell Culture,HOCU12,4,2005-06-01,Hardwood,3,0
Hopewell Culture,HOCU12,4,2005-06-01,Hardwood,4,0
Hopewell Culture,HOCU13,1,2005-06-01,Hardwood,1,96
Hopewell Culture,HOCU13,1,2005-06-01,Hardwood,2,96
Hopewell Culture,HOCU13,1,2005-06-01,Hardwood,3,96
Hopewell Culture,HOCU13,1,2005-06-01,Hardwood,4,96
Hopewell Culture,HOCU13,1,2006-06-01,Hardwood,1,92
Hopewell Culture,HOCU13,1,2006-06-01,Hardwood,2,92
Hopewell Culture,HOCU13,1,2006-06-01,Hardwood,3,96
Hopewell Culture,HOCU13,1,2006-06-01,Hardwood,4,95
Hopewell Culture,HOCU13,1,2006-06-01,Total,1,92
Hopewell Culture,HOCU13,1,2006-06-01,Total,2,92
Hopewell Culture,HOCU13,1,2006-06-01,Total,3,96
Hopewell Culture,HOCU13,1,2006-06-01,Total,4,95
Hopewell Culture,HOCU13,1,2007-06-13,Hardwood,1,94
Hopewell Culture,HOCU13,1,2007-06-13,Hardwood,2,76
Hopewell Culture,HOCU13,1,2007-06-13,Hardwood,3,32
Hopewell Culture,HOCU13,1,2007-06-13,Hardwood,4,92
Hopewell Culture,HOCU13,1,2007-06-13,Total,1,94
Hopewell Culture,HOCU13,1,2007-06-13,Total,2,76
Hopewell Culture,HOCU13,1,2007-06-13,Total,3,32
Hopewell Culture,HOCU13,1,2007-06-13,Total,4,92
Hopewell Culture,HOCU13,1,2011-05-23,Hardwood,1,73
Hopewell Culture,HOCU13,1,2011-05-23,Hardwood,2,84
Hopewell Culture,HOCU13,1,2011-05-23,Hardwood,3,84
Hopewell Culture,HOCU13,1,2011-05-23,Hardwood,4,83
Hopewell Culture,HOCU13,1,2011-05-23,Total,1,73
Hopewell Culture,HOCU13,1,2011-05-23,Total,2,84
Hopewell Culture,HOCU13,1,2011-05-23,Total,3,84
Hopewell Culture,HOCU13,1,2011-05-23,Total,4,83
Hopewell Culture,HOCU13,1,2015-05-13,Hardwood,1,91
Hopewell Culture,HOCU13,1,2015-05-13,Hardwood,2,86
Hopewell Culture,HOCU13,1,2015-05-13,Hardwood,3,77
Hopewell Culture,HOCU13,1,2015-05-13,Hardwood,4,27
Hopewell Culture,HOCU13,1,2015-05-13,Total,1,91
Hopewell Culture,HOCU13,1,2015-05-13,Total,2,86
Hopewell Culture,HOCU13,1,2015-05-13,Total,3,77
Hopewell Culture,HOCU13,1,2015-05-13,Total,4,27
Hopewell Culture,HOCU13,1,2019-05-14,Hardwood,1,85
Hopewell Culture,HOCU13,1,2019-05-14,Hardwood,2,85
Hopewell Culture,HOCU13,1,2019-05-14,Hardwood,3,71
Hopewell Culture,HOCU13,1,2019-05-14,Hardwood,4,89
Hopewell Culture,HOCU13,1,2019-05-14,Total,1,85
Hopewell Culture,HOCU13,1,2019-05-14,Total,2,85
Hopewell Culture,HOCU13,1,2019-05-14,Total,3,71
Hopewell Culture,HOCU13,1,2019-05-14,Total,4,89
Hopewell Culture,HOCU13,2,2006-06-01,Hardwood,1,2
Hopewell Culture,HOCU13,2,2006-06-01,Hardwood,2,36
Hopewell Culture,HOCU13,2,2006-06-01,Hardwood,3,88
Hopewell Culture,HOCU13,3,2005-06-01,Hardwood,1,79
Hopewell Culture,HOCU13,3,2005-06-01,Hardwood,2,80
Hopewell Culture,HOCU13,3,2005-06-01,Hardwood,3,96
Hopewell Culture,HOCU13,3,2005-06-01,Hardwood,4,95
Hopewell Culture,HOCU13,3,2006-06-01,Hardwood,1,24
Hopewell Culture,HOCU13,3,2006-06-01,Hardwood,2,76
Hopewell Culture,HOCU13,3,2006-06-01,Hardwood,3,42
Hopewell Culture,HOCU13,3,2006-06-01,Hardwood,4,33
Hopewell Culture,HOCU13,4,2005-06-01,Hardwood,1,6
Hopewell Culture,HOCU13,4,2005-06-01,Hardwood,2,0
Hopewell Culture,HOCU13,4,2005-06-01,Hardwood,3,10
Hopewell Culture,HOCU13,4,2005-06-01,Hardwood,4,11
Hopewell Culture,HOCU13,4,2006-06-01,Hardwood,1,30
Hopewell Culture,HOCU13,4,2006-06-01,Hardwood,2,19
Hopewell Culture,HOCU13,4,2006-06-01,Hardwood,3,54
Hopewell Culture,HOCU13,4,2006-06-01,Hardwood,4,82
Hopewell Culture,HOCU15,2,2005-06-01,Hardwood,1,20
Hopewell Culture,HOCU15,2,2005-06-01,Hardwood,2,0
Hopewell Culture,HOCU15,2,2005-06-01,Hardwood,3,0
Hopewell Culture,HOCU15,2,2005-06-01,Hardwood,4,27
Hopewell Culture,HOCU15,2,2006-06-01,Hardwood,1,48
Hopewell Culture,HOCU17,1,2006-06-01,Hardwood,1,2
Hopewell Culture,HOCU17,1,2006-06-01,Hardwood,2,1
Hopewell Culture,HOCU17,1,2011-05-23,Hardwood,1,34
Hopewell Culture,HOCU17,1,2011-05-23,Hardwood,2,60
Hopewell Culture,HOCU17,1,2011-05-23,Hardwood,3,35
Hopewell Culture,HOCU17,1,2011-05-23,Hardwood,4,0
Hopewell Culture,HOCU17,1,2011-05-23,Total,1,34
Hopewell Culture,HOCU17,1,2011-05-23,Total,2,60
Hopewell Culture,HOCU17,1,2011-05-23,Total,3,35
Hopewell Culture,HOCU17,1,2011-05-23,Total,4,0
Hopewell Culture,HOCU17,1,2015-05-13,Hardwood,1,92
Hopewell Culture,HOCU17,1,2015-05-13,Hardwood,4,96
Hopewell Culture,HOCU17,1,2015-05-13,Total,1,92
Hopewell Culture,HOCU17,1,2015-05-13,Total,4,96
Hopewell Culture,HOCU17,4,2006-06-01,Hardwood,1,60
Hopewell Culture,HOCU17,4,2006-06-01,Hardwood,2,94
Hopewell Culture,HOCU17,4,2006-06-01,Hardwood,3,92
Hopewell Culture,HOCU17,4,2006-06-01,Hardwood,4,2
Hopewell Culture,HOCU18,1,2005-06-01,Hardwood,1,0
Hopewell Culture,HOCU18,1,2005-06-01,Hardwood,2,9
Hopewell Culture,HOCU18,1,2005-06-01,Hardwood,3,34
Hopewell Culture,HOCU18,1,2005-06-01,Hardwood,4,13
Hopewell Culture,HOCU18,1,2006-06-01,Hardwood,1,92
Hopewell Culture,HOCU18,1,2006-06-01,Hardwood,2,75
Hopewell Culture,HOCU18,1,2006-06-01,Hardwood,3,57
Hopewell Culture,HOCU18,1,2006-06-01,Hardwood,4,94
Hopewell Culture,HOCU18,1,2007-06-13,Hardwood,2,76
Hopewell Culture,HOCU18,1,2007-06-13,Hardwood,3,25
Hopewell Culture,HOCU18,1,2007-06-13,Total,2,76
Hopewell Culture,HOCU18,1,2007-06-13,Total,3,25
Hopewell Culture,HOCU18,1,2011-05-23,Hardwood,1,30
Hopewell Culture,HOCU18,1,2011-05-23,Hardwood,2,0
Hopewell Culture,HOCU18,1,2011-05-23,Hardwood,3,10
Hopewell Culture,HOCU18,1,2011-05-23,Hardwood,4,10
Hopewell Culture,HOCU18,1,2011-05-23,Total,1,30
Hopewell Culture,HOCU18,1,2011-05-23,Total,2,0
Hopewell Culture,HOCU18,1,2011-05-23,Total,3,10
Hopewell Culture,HOCU18,1,2011-05-23,Total,4,10
Hopewell Culture,HOCU18,1,2015-05-13,Hardwood,1,76
Hopewell Culture,HOCU18,1,2015-05-13,Hardwood,2,91
Hopewell Culture,HOCU18,1,2015-05-13,Hardwood,3,90
Hopewell Culture,HOCU18,1,2015-05-13,Total,1,76
Hopewell Culture,HOCU18,1,2015-05-13,Total,2,91
Hopewell Culture,HOCU18,1,2015-05-13,Total,3,90
Hopewell Culture,HOCU18,1,2019-05-14,Hardwood,1,15
Hopewell Culture,HOCU18,1,2019-05-14,Hardwood,2,25
Hopewell Culture,HOCU18,1,2019-05-14,Hardwood,3,7
Hopewell Culture,HOCU18,1,2019-05-14,Hardwood,4,3
Hopewell Culture,HOCU18,1,2019-05-14,Total,1,15
Hopewell Culture,HOCU18,1,2019-05-14,Total,2,25
Hopewell Culture,HOCU18,1,2019-05-14,Total,3,7
Hopewell Culture,HOCU18,1,2019-05-14,Total,4,3
Hopewell Culture,HOCU18,2,2005-06-01,Hardwood,1,3
Hopewell Culture,HOCU18,2,2005-06-01,Hardwood,2,11
Hopewell Culture,HOCU18,2,2005-06-01,Hardwood,3,28
Hopewell Culture,HOCU18,2,2005-06-01,Hardwood,4,84
Hopewell Culture,HOCU18,2,2006-06-01,Hardwood,1,20
Hopewell Culture,HOCU18,2,2006-06-01,Hardwood,2,16
Hopewell Culture,HOCU18,2,2006-06-01,Hardwood,3,35
Hopewell Culture,HOCU18,3,2005-06-01,Hardwood,1,31
Hopewell Culture,HOCU18,3,2005-06-01,Hardwood,2,90
Hopewell Culture,HOCU18,3,2005-06-01,Hardwood,3,71
Hopewell Culture,HOCU18,3,2005-06-01,Hardwood,4,95
Hopewell Culture,HOCU18,3,2006-06-01,Hardwood,1,96
Hopewell Culture,HOCU18,3,2006-06-01,Hardwood,2,80
Hopewell Culture,HOCU18,3,2006-06-01,Hardwood,3,42
Hopewell Culture,HOCU18,3,2006-06-01,Hardwood,4,81
Hopewell Culture,HOCU18,4,2005-06-01,Hardwood,4,22
Hopewell Culture,HOCU18,4,2006-06-01,Hardwood,1,35
Hopewell Culture,HOCU2,1,2005-06-01,Hardwood,1,96
Hopewell Culture,HOCU2,1,2005-06-01,Hardwood,2,78
Hopewell Culture,HOCU2,1,2005-06-01,Hardwood,3,92
Hopewell Culture,HOCU2,1,2005-06-01,Hardwood,4,89
Hopewell Culture,HOCU2,1,2006-05-31,Hardwood,1,96
Hopewell Culture,HOCU2,1,2006-05-31,Hardwood,2,94
Hopewell Culture,HOCU2,1,2006-05-31,Hardwood,3,91
Hopewell Culture,HOCU2,1,2006-05-31,Hardwood,4,94
Hopewell Culture,HOCU2,1,2007-06-12,Hardwood,1,91
Hopewell Culture,HOCU2,1,2007-06-12,Hardwood,2,96
Hopewell Culture,HOCU2,1,2007-06-12,Hardwood,3,93
Hopewell Culture,HOCU2,1,2007-06-12,Hardwood,4,91
Hopewell Culture,HOCU2,1,2007-06-12,Total,1,91
Hopewell Culture,HOCU2,1,2007-06-12,Total,2,96
Hopewell Culture,HOCU2,1,2007-06-12,Total,3,93
Hopewell Culture,HOCU2,1,2007-06-12,Total,4,91
Hopewell Culture,HOCU2,1,2011-05-22,Hardwood,1,80
Hopewell Culture,HOCU2,1,2011-05-22,Hardwood,2,72
Hopewell Culture,HOCU2,1,2011-05-22,Hardwood,3,75
Hopewell Culture,HOCU2,1,2011-05-22,Hardwood,4,73
Hopewell Culture,HOCU2,1,2011-05-22,Total,1,80
Hopewell Culture,HOCU2,1,2011-05-22,Total,2,72
Hopewell Culture,HOCU2,1,2011-05-22,Total,3,75
Hopewell Culture,HOCU2,1,2011-05-22,Total,4,73
Hopewell Culture,HOCU2,1,2015-05-12,Hardwood,1,72
Hopewell Culture,HOCU2,1,2015-05-12,Hardwood,2,86
Hopewell Culture,HOCU2,1,2015-05-12,Hardwood,3,77
Hopewell Culture,HOCU2,1,2015-05-12,Hardwood,4,76
Hopewell Culture,HOCU2,1,2015-05-12,Total,1,72
Hopewell Culture,HOCU2,1,2015-05-12,Total,2,86
Hopewell Culture,HOCU2,1,2015-05-12,Total,3,77
Hopewell Culture,HOCU2,1,2015-05-12,Total,4,76
