"ParkName","ParkCode","dwcType","dwcBasisOfRecord","PeriodDescriptor","CalYr","scientificName","DataReleaseID","Reading_No","PAR_CanopyInMicroMolePerMeterSquaredPerSecond","PAR_FullSunInMicroMolePerMeterSquaredPerSecond"
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_39h",1,974.1,1399.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_39i",1,1440.3,1436.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_40a",1,1510,1575.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_40b",1,1087.9,1576.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_40c",1,1278.7,1652.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_40f",1,552.6,1697.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_40e",1,262.8,1749.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_40d",1,1524.6,1668.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_40g",1,1290.9,1648.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_40h",1,1455.4,1669.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_40i",1,235.6,1731.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_41a",1,768,1703.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_41b",1,1649.7,1762.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_41c",1,1635.4,1767.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_41f",1,1716.1,1849.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_41e",1,1087.4,1870.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_41d",1,1737.5,1876.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_41g",1,699.7,1872.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_41h",1,1162.5,1841.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_41i",1,1594.5,1845.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_48a",1,196.65,1855.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_48b",1,210.5,1863.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_48c",1,670.5,1905.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_48f",1,635.9,1879.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_48e",1,132.2,1786
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_48d",1,193.25,1883.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_48g",1,228.5,1873.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_48h",1,160.96,1844.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_48i",1,808.2,1786
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_47a",1,1130.8,1688.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_47b",1,1601.8,1681.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_47c",1,1606.1,1748.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_47f",1,168.96,1705.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_47e",1,1648.3,1670.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_47d",1,810.5,1687
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_47g",1,86.54,1760
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_47h",1,1477.2,1777.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_47i",1,408.5,1706
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_46a",1,1337.6,1670.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_46b",1,1297.2,1647.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_46c",1,179,1710
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_46f",1,898.7,1730
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_46e",1,747.4,1669.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_46d",1,1584.5,1667
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_46g",1,1171.4,1659.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_46h",1,522.7,1744.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_46i",1,633.6,1727.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_45a",1,1687.2,1722.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_45b",1,960.7,1722.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_45c",1,1623.9,1732.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_45f",1,1591,1668.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_45e",1,1665.6,1735.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_45d",1,1853.9,1761.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_45g",1,1638.6,1723
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_45h",1,1583,1739.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_45i",1,1634,1731.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_44a",1,1531.6,1749.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_44b",1,1341.8,1739.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_44c",1,1599.2,1712.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_44f",1,1645.7,1784
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_44e",1,1879.2,1870.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_44d",1,288.1,1886.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_44g",1,1595.5,1966
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_44h",1,1845.7,1931.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_44i",1,1726.7,1944.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_50a",1,1743.8,1827.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_50b",1,1769.1,1849.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_50c",1,1776.6,1864.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_50f",1,1972.6,1922.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_50e",1,1645.9,1978.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_50d",1,1902.4,1975.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_50g",1,298.5,1961.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_50h",1,1934.8,1938.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_50i",1,1828.5,1905.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_51a",1,1948,1890.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_51b",1,2020,1826.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_51c",1,1874.3,1853.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_51f",1,2041,1866.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_51e",1,1676.2,1865.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_51d",1,1851.7,1915.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_51g",1,1626.2,1881.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_51h",1,1960.4,1831.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_51i",1,1888.1,1802
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_52a",1,1730.2,1844.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_52b",1,1502.5,1849.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_52c",1,1500.9,1780.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_52f",1,1648.5,1850.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_52e",1,1002,1835.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_52d",1,1691,1802.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_52g",1,1901.7,1776.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_52h",1,671.3,1835.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_52i",1,1898.7,1860.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_53a",1,487.1,1844.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_53b",1,554.7,1869.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_53c",1,844.1,1876.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_53f",1,1846.4,1901
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_53e",1,672.7,1876.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_53d",1,534.1,1863.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_53g",1,1170.2,1759.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_53h",1,1004.4,1777.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_53i",1,1438,1854.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_54a",1,1752.9,1852.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_54b",1,948.7,1844.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_54c",1,245.2,1860.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_54f",1,146.9,1898.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_54e",1,204.4,1876.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_54d",1,532.7,1865
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_54g",1,1792.9,1855.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_54h",1,119.91,1856.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_54i",1,122.8,1855.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_61a",1,1735.5,1855.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_61b",1,1413.6,1854.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_61c",1,1348.8,1852.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_61f",1,282,1849.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_61e",1,180.93,1846.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_61d",1,1960.9,1844.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_61g",1,1640.8,1843.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_61h",1,1872.9,1845.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_61i",1,51.01,1842.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_60a",1,1851,1831
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_60b",1,1140.9,1829.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_60c",1,1822.9,1826.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_60f",1,1929.9,1822.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_60e",1,508.5,1815.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_60d",1,77.69,1812.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_60g",1,1398.3,1810.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_60h",1,1743.8,1811.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_60i",1,1919.8,1810.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_59a",1,1664.9,1812.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_59b",1,830.9,1808.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_59c",1,793.8,1803.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_59f",1,1830.1,1797.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_59e",1,319.3,1811.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_59d",1,2013,1811.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_59g",1,1740.3,1808.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_59h",1,620.2,1808.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_59i",1,1818.7,1796.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_58a",1,1251.5,1698.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_58b",1,1939.3,1721
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_58c",1,1609.3,1452.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_58f",1,1600.9,1380.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_58e",1,1568.5,1618
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_58d",1,1729.7,1594.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_58g",1,1816.8,1603.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_58h",1,1514.5,1621.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_58i",1,670.4,1451
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_57a",1,1542,1544.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_57b",1,1361.7,1361.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_57c",1,1243.2,1382
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_57f",1,1358.9,1269.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_57e",1,1588.5,1453.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_57d",1,433.8,1445
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_57g",1,1052,1376.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_57h",1,1557.5,1434.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_57i",1,1727.1,1505.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_64a",1,1748,1585.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_64b",1,1691.7,1550.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_64c",1,1914.9,1620
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_64f",1,1838.9,1589.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_75b",1,290.4,1429.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_75c",1,604.6,1422.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_75f",1,250.2,1424.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_75e",1,278,1420.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_75d",1,276.3,1417.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_75g",1,277.7,1413.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_75h",1,130.2,1405.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_75i",1,97.5,1401.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_76a",1,297,1398.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_76b",1,97.2,1391.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_76c",1,53.41,1378.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_76f",1,250.7,1382
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_76e",1,203.4,1380.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_76d",1,105.5,1378
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_76g",1,717.8,1375.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_76h",1,759.8,1368.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_76i",1,643.6,1365
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_84a",1,974.1,1360
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_84b",1,66.59,1355.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_84c",1,111.1,1351.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_84f",1,367,1341.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_84e",1,75.76,1323.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_84d",1,195.6,1328
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_84g",1,43.59,1320.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_84h",1,236.2,1316.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_84i",1,222.1,1311.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_83a",1,281.8,1306.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_83b",1,76.75,1300.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_83c",1,338,1293.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_83f",1,662.2,1290.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_83e",1,732.5,1286
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_83d",1,114.54,1267.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_83g",1,123.9,1271.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_83h",1,47.09,1254.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_83i",1,78.72,1195.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_82a",1,410.8,1202.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_82b",1,898.3,1250.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_82c",1,57.4,1252.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_82f",1,90,1250
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_82e",1,84.9,1245.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_82d",1,173.1,1245
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_82g",1,716.3,1242.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_82h",1,79.96,1231
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_82i",1,1184.8,1228.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_81a",1,21.5,1212.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_81b",1,833,1221
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_81c",1,708.6,1215.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_81f",1,305,1211
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_81e",1,107.4,1191.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_81d",1,38.01,1104
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_81g",1,32.58,1004.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_81h",1,62.34,971.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_81i",1,1156.6,923.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_80a",1,43.3,930.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_80b",1,330.7,1018.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_80c",1,253.5,1079.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_80f",1,176.4,1094.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_80e",1,102.9,1078.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_80d",1,106.68,1047
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_80g",1,126.93,1042.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2008,"Physaria filiformis","A_80h",1,82,1018.9
