"ParkName","ParkCode","dwcType","dwcBasisOfRecord","CalYr","scientificName","DataReleaseID","dbhInCentimeters"
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_48b",11
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_48b",10.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_48b",7.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_48c",5.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_48c",2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_48d",10
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_48d",7.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_48d",11
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_48e",12.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_48e",8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_48e",7.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_48g",9.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_48h",10.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_48h",7.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_48h",10.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_48h",1.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_48i",8.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_48i",3.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_48i",4.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_39f",0.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_40b",1.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_40b",3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_40c",1.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_40d",4.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_40f",7.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_40f",3.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_40h",18
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_40i",7.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_40i",5.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_40i",11.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_40i",6.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_47a",3.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_47a",2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_47a",8.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_47d",13.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_47f",10
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_47h",2.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_47i",13.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_47i",2.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_47i",0.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_47i",8.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46a",1.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46a",1.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46c",11.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46c",10.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46d",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46e",15.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46f",11.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46f",13
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46f",11.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46g",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46h",9.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46h",6.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46i",5.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46i",8.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46i",0.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46i",10.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46i",6.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46i",9.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46i",7.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46i",10.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_46i",11.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92a",1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92b",9.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92f",5.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92f",3.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92f",9.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92g",2.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92g",3.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92g",1.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92g",1.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92g",5.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92g",4.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92g",6.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92h",6.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92h",8.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92h",6.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92h",3.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92i",3.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92i",12.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92i",3.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92i",1.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92i",8.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92i",6.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92i",2.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92i",7.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92i",1.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_92i",4.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_91a",1.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_91a",16.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_91b",10
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_91b",11.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_91b",2.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_91b",4.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_91b",5.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_91b",2.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_91c",4.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_91c",9.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_91c",4.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_91c",9.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_91c",0.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_91d",10
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90a",4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90a",11.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90a",8.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90a",7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90a",3.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90a",6.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90a",0.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90a",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90a",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90a",0.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90b",1.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90b",0.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90b",22.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90c",15.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90d",0.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90d",0.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90d",0.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90d",1.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90d",12.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90d",0.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90d",0.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90d",0.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90e",13.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90e",1.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90f",7.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90f",4.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90f",4.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90f",0.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90f",4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90f",4.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90f",2.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90g",7.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90g",4.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90g",11.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90g",1.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90g",3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90g",5.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90h",15
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90h",0.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90i",0.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90i",20.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_90i",0.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_91e",1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_91g",9.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84a",5.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84a",1.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84a",7.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84a",3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84a",10
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84b",7.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84b",3.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84c",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84c",0.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84c",1.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84e",9.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84e",7.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84e",6.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84e",6.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84f",0.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84h",3.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84h",6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84h",2.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84i",1.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84i",1.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84i",3.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84i",0.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84i",2.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84i",4.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84i",1.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84i",0.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84i",0.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_84i",0.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_89a",1.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_89b",2.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_89c",10.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_89f",7.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_89i",13.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_89i",16.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_82b",6.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_82b",3.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_82b",10.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_82e",5.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_82f",10.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_82f",12
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_82g",1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_82g",2.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_82g",8.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_82g",1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_82g",11.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_82i",7.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83a",3.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83d",0.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83d",5.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83d",5.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83d",1.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83e",3.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83e",2.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83e",1.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83e",7.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83e",1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83e",0.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83e",4.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83e",1.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83e",10.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83e",2.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83f",0.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83g",7.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83g",12.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83g",9.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83g",4.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83g",1.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83g",14.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83g",12.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83h",5.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83h",5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83h",5.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83h",2.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83h",2.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83h",1.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83h",1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83h",4.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83h",2.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83i",1.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83i",9.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83i",4.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83i",1.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83i",13.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83i",2.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83i",4.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_83i",2.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_50d",8.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_50d",1.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_50g",8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_50i",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_51d",2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_51d",0.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_51d",1.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_51g",2.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_51g",6.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_45b",4.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_45e",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_44d",1.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_44d",12.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_44g",0.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_44g",8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_44g",4.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_44g",2.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_44g",2.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_54a",12
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_54b",6.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_54b",1.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_54b",10.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_54b",3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_54b",2.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_54b",10.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_54c",0.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_54c",2.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_54c",0.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_54c",3.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_54c",1.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_54c",5.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2007,"Juniperus virginiana","A_54c",4.7
