"ParkName","ParkCode","Season","LocationID","EventID","RiffleNo","Replicate","Width","Depth","Velocity","Substrate","Substrate_mm","Embeddedness","Embeddedness%","Vegetation","Vegetation%","Algae","Algae%","Periphyton","Periphyton%","Deposition","Deposition%","Organics","Organics%","DETimeStamp"
"Wilsons Creek National Battlefield","WICR",2007,"WICRAquBug03","WICRAqubug2007Jun22",3,"R",-999.00,20.00,0.17,14.00,38.50,2.00,25.00,3.00,57.50,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2007,"WICRAquBug04","WICRAqubug2007Jun22",1,"L",-999.00,20.00,0.34,14.00,38.50,3.00,57.50,3.00,57.50,0.00,0.00,2.00,25.00,1.00,5.00,2.00,25.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2007,"WICRAquBug04","WICRAqubug2007Jun22",1,"M",-999.00,20.00,0.65,13.00,27.30,2.00,25.00,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2007,"WICRAquBug04","WICRAqubug2007Jun22",1,"R",-999.00,16.00,0.56,13.00,27.30,2.00,25.00,2.00,25.00,0.00,0.00,2.00,25.00,1.00,5.00,2.00,25.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2007,"WICRAquBug04","WICRAqubug2007Jun22",2,"L",-999.00,22.00,0.48,14.00,38.50,2.00,25.00,3.00,57.50,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2007,"WICRAquBug04","WICRAqubug2007Jun22",2,"M",-999.00,30.00,0.43,13.00,27.30,2.00,25.00,3.00,57.50,0.00,0.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2007,"WICRAquBug04","WICRAqubug2007Jun22",2,"R",-999.00,30.00,0.22,16.00,77.00,2.00,25.00,3.00,57.50,0.00,0.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2007,"WICRAquBug04","WICRAqubug2007Jun22",3,"L",-999.00,32.00,0.70,13.00,27.30,2.00,25.00,3.00,57.50,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2007,"WICRAquBug04","WICRAqubug2007Jun22",3,"M",-999.00,26.00,0.40,13.00,27.30,3.00,57.50,3.00,57.50,0.00,0.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2007,"WICRAquBug04","WICRAqubug2007Jun22",3,"R",-999.00,26.00,0.30,12.00,19.30,2.00,25.00,3.00,57.50,0.00,0.00,2.00,25.00,4.00,87.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM01","BUFFRMINVE2008Dec04",1,"L",-999.00,21.00,0.27,16.00,77.00,2.00,25.00,0.00,0.00,1.00,5.00,3.00,57.50,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM01","BUFFRMINVE2008Dec04",1,"M",-999.00,6.00,0.68,15.00,54.50,1.00,5.00,0.00,0.00,1.00,5.00,3.00,57.50,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM01","BUFFRMINVE2008Dec04",1,"R",-999.00,9.00,0.38,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM01","BUFFRMINVE2008Dec04",2,"L",-999.00,10.00,0.17,15.00,54.50,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM01","BUFFRMINVE2008Dec04",2,"M",-999.00,14.00,0.35,16.00,77.00,2.00,25.00,0.00,0.00,2.00,25.00,3.00,57.50,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM01","BUFFRMINVE2008Dec04",2,"R",-999.00,20.00,0.62,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,3.00,57.50,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM01","BUFFRMINVE2008Dec04",3,"L",-999.00,9.00,0.52,16.00,77.00,1.00,5.00,0.00,0.00,1.00,5.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM01","BUFFRMINVE2008Dec04",3,"M",-999.00,10.00,0.40,14.00,38.50,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM01","BUFFRMINVE2008Dec04",3,"R",-999.00,18.00,0.50,14.00,38.50,1.00,5.00,0.00,0.00,1.00,5.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM02","BUFFRMINVE2008Dec03",1,"L",-999.00,7.00,0.12,15.00,54.50,2.00,25.00,0.00,0.00,2.00,25.00,3.00,57.50,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM02","BUFFRMINVE2008Dec03",1,"M",-999.00,10.00,0.18,15.00,54.50,2.00,25.00,0.00,0.00,2.00,25.00,3.00,57.50,2.00,25.00,3.00,57.50,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM02","BUFFRMINVE2008Dec03",1,"R",-999.00,17.00,0.56,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM02","BUFFRMINVE2008Dec03",2,"L",-999.00,11.00,0.45,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM02","BUFFRMINVE2008Dec03",2,"M",-999.00,20.00,0.37,15.00,54.50,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM02","BUFFRMINVE2008Dec03",2,"R",-999.00,7.00,0.30,14.00,38.50,3.00,57.50,2.00,25.00,1.00,5.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM02","BUFFRMINVE2008Dec03",3,"L",-999.00,15.00,0.44,14.00,38.50,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM02","BUFFRMINVE2008Dec03",3,"M",-999.00,16.00,0.85,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM02","BUFFRMINVE2008Dec03",3,"R",-999.00,14.00,0.53,13.00,27.30,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,2.00,25.00,1.00,5.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM03","BUFFRMINVE2008Dec02",1,"L",-999.00,28.00,0.85,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM03","BUFFRMINVE2008Dec02",1,"M",-999.00,27.00,1.11,15.00,54.50,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM03","BUFFRMINVE2008Dec02",1,"R",-999.00,22.00,0.58,15.00,54.50,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM03","BUFFRMINVE2008Dec02",2,"L",-999.00,16.00,0.84,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM03","BUFFRMINVE2008Dec02",2,"M",-999.00,6.00,0.43,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM03","BUFFRMINVE2008Dec02",2,"R",-999.00,10.00,0.56,13.00,27.30,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM03","BUFFRMINVE2008Dec02",3,"L",-999.00,30.00,0.80,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,2.00,25.00,1.00,5.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM03","BUFFRMINVE2008Dec02",3,"M",-999.00,17.00,0.55,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM03","BUFFRMINVE2008Dec02",3,"R",-999.00,21.00,0.51,13.00,27.30,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,3.00,57.50,1.00,5.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM04","BUFFRMINVE2008Dec05",1,"L",-999.00,19.00,0.44,13.00,27.30,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,2.00,25.00,1.00,5.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM04","BUFFRMINVE2008Dec05",1,"M",-999.00,28.00,0.45,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,3.00,57.50,2.00,25.00,1.00,5.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM04","BUFFRMINVE2008Dec05",1,"R",-999.00,34.00,0.68,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,3.00,57.50,2.00,25.00,1.00,5.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM04","BUFFRMINVE2008Dec05",2,"L",-999.00,19.00,0.47,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,3.00,57.50,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM04","BUFFRMINVE2008Dec05",2,"M",-999.00,30.00,0.75,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM04","BUFFRMINVE2008Dec05",2,"R",-999.00,32.00,0.44,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,3.00,57.50,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM04","BUFFRMINVE2008Dec05",3,"L",-999.00,32.00,0.33,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,3.00,57.50,2.00,25.00,1.00,5.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM04","BUFFRMINVE2008Dec05",3,"M",-999.00,27.00,0.50,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,3.00,57.50,2.00,25.00,1.00,5.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM04","BUFFRMINVE2008Dec05",3,"R",-999.00,21.00,0.74,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM05","BUFFRMINVE2008Dec11",1,"L",-999.00,11.00,0.77,15.00,54.50,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM05","BUFFRMINVE2008Dec11",1,"M",-999.00,33.00,0.78,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM05","BUFFRMINVE2008Dec11",1,"R",-999.00,28.00,0.66,15.00,54.50,2.00,25.00,0.00,0.00,2.00,25.00,3.00,57.50,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM05","BUFFRMINVE2008Dec11",2,"L",-999.00,16.00,0.93,14.00,38.50,2.00,25.00,0.00,0.00,3.00,57.50,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM05","BUFFRMINVE2008Dec11",2,"M",-999.00,13.00,0.82,15.00,54.50,2.00,25.00,2.00,25.00,2.00,25.00,3.00,57.50,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM05","BUFFRMINVE2008Dec11",2,"R",-999.00,34.00,1.42,15.00,54.50,2.00,25.00,1.00,5.00,3.00,57.50,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM05","BUFFRMINVE2008Dec11",3,"L",-999.00,22.00,0.96,13.00,27.30,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,1.00,5.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM05","BUFFRMINVE2008Dec11",3,"M",-999.00,14.00,0.67,15.00,54.50,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM05","BUFFRMINVE2008Dec11",3,"R",-999.00,8.00,0.71,13.00,27.30,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM06","BUFFRMINVE2009Jan08",1,"L",-999.00,21.00,0.89,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM06","BUFFRMINVE2009Jan08",1,"M",-999.00,22.00,0.91,15.00,54.50,3.00,57.50,0.00,0.00,2.00,25.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM06","BUFFRMINVE2009Jan08",1,"R",-999.00,32.00,0.84,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM06","BUFFRMINVE2009Jan08",2,"L",-999.00,40.00,0.66,12.00,19.30,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM06","BUFFRMINVE2009Jan08",2,"M",-999.00,40.00,1.21,13.00,27.30,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM06","BUFFRMINVE2009Jan08",2,"R",-999.00,36.00,1.29,12.00,19.30,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM06","BUFFRMINVE2009Jan08",3,"L",-999.00,31.00,0.73,14.00,38.50,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,3.00,57.50,1.00,5.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM06","BUFFRMINVE2009Jan08",3,"M",-999.00,40.00,1.14,14.00,38.50,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,3.00,57.50,1.00,5.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBM06","BUFFRMINVE2009Jan08",3,"R",-999.00,39.00,1.26,14.00,38.50,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT04","BUFFRMINVE2009Feb18",1,"L",-999.00,22.00,0.64,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT04","BUFFRMINVE2009Feb18",1,"M",-999.00,18.00,1.05,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT04","BUFFRMINVE2009Feb18",1,"R",-999.00,21.00,0.75,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT04","BUFFRMINVE2009Feb18",2,"L",-999.00,27.00,0.58,15.00,54.50,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,3.00,57.50,3.00,57.50,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT04","BUFFRMINVE2009Feb18",2,"M",-999.00,20.00,0.96,15.00,54.50,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT04","BUFFRMINVE2009Feb18",2,"R",-999.00,12.00,0.75,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT04","BUFFRMINVE2009Feb18",3,"L",-999.00,38.00,0.35,12.00,19.30,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT04","BUFFRMINVE2009Feb18",3,"M",-999.00,24.00,0.38,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,2.00,25.00,3.00,57.50,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT04","BUFFRMINVE2009Feb18",3,"R",-999.00,19.00,0.60,13.00,27.30,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT13","BUFFRMINVE2008Dec04",1,"L",-999.00,20.00,0.77,14.00,38.50,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT13","BUFFRMINVE2008Dec04",1,"M",-999.00,26.00,1.05,14.00,38.50,3.00,57.50,0.00,0.00,3.00,57.50,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT13","BUFFRMINVE2008Dec04",1,"R",-999.00,18.00,1.07,14.00,38.50,2.00,25.00,0.00,0.00,3.00,57.50,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT13","BUFFRMINVE2008Dec04",2,"L",-999.00,18.00,0.40,15.00,54.50,3.00,57.50,0.00,0.00,2.00,25.00,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT13","BUFFRMINVE2008Dec04",2,"M",-999.00,18.00,0.56,14.00,38.50,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT13","BUFFRMINVE2008Dec04",2,"R",-999.00,10.00,0.21,14.00,38.50,3.00,57.50,0.00,0.00,2.00,25.00,3.00,57.50,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT13","BUFFRMINVE2008Dec04",3,"L",-999.00,7.00,0.30,15.00,54.50,2.00,25.00,0.00,0.00,3.00,57.50,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT13","BUFFRMINVE2008Dec04",3,"M",-999.00,8.00,0.08,16.00,77.00,2.00,25.00,0.00,0.00,3.00,57.50,2.00,25.00,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT13","BUFFRMINVE2008Dec04",3,"R",-999.00,9.00,0.28,15.00,54.50,2.00,25.00,0.00,0.00,2.00,25.00,3.00,57.50,3.00,57.50,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT15","BUFFRMINVE2008Dec10",1,"L",-999.00,6.00,0.52,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,2.00,25.00,1.00,5.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT15","BUFFRMINVE2008Dec10",1,"M",-999.00,8.00,0.17,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT15","BUFFRMINVE2008Dec10",1,"R",-999.00,8.00,0.18,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT15","BUFFRMINVE2008Dec10",2,"L",-999.00,4.00,0.36,13.00,27.30,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT15","BUFFRMINVE2008Dec10",2,"M",-999.00,8.00,0.43,13.00,27.30,2.00,25.00,1.00,5.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT15","BUFFRMINVE2008Dec10",2,"R",-999.00,5.00,0.34,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT15","BUFFRMINVE2008Dec10",3,"L",-999.00,4.00,0.24,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT15","BUFFRMINVE2008Dec10",3,"M",-999.00,10.00,0.38,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT15","BUFFRMINVE2008Dec10",3,"R",-999.00,8.00,0.03,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT16","BUFFRMINVE2008Dec10",1,"L",-999.00,10.00,0.60,14.00,38.50,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT16","BUFFRMINVE2008Dec10",1,"M",-999.00,17.00,0.22,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,1.00,5.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT16","BUFFRMINVE2008Dec10",1,"R",-999.00,12.00,0.42,14.00,38.50,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,3.00,57.50,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT16","BUFFRMINVE2008Dec10",2,"L",-999.00,15.00,0.55,15.00,54.50,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT16","BUFFRMINVE2008Dec10",2,"M",-999.00,16.00,0.43,13.00,27.30,3.00,57.50,1.00,5.00,1.00,5.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT16","BUFFRMINVE2008Dec10",2,"R",-999.00,12.00,0.35,14.00,38.50,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT16","BUFFRMINVE2008Dec10",3,"L",-999.00,15.00,0.58,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT16","BUFFRMINVE2008Dec10",3,"M",-999.00,22.00,0.70,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2008,"BUFFRMINVEBT16","BUFFRMINVE2008Dec10",3,"R",-999.00,13.00,0.47,14.00,38.50,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,1.00,5.00,2.00,25.00,10/5/2020 11:45:57
"Effigy Mounds National Monument","EFMO",2008,"EFMOAqubug01","EFMOAqubug2008Jul09",1,"L",-999.00,17.00,0.49,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,2.00,25.00,1.00,5.00,10/5/2020 11:45:57
"Effigy Mounds National Monument","EFMO",2008,"EFMOAqubug01","EFMOAqubug2008Jul09",1,"M",-999.00,16.00,0.42,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,2.00,25.00,1.00,5.00,10/5/2020 11:45:57
"Effigy Mounds National Monument","EFMO",2008,"EFMOAqubug01","EFMOAqubug2008Jul09",1,"R",-999.00,20.00,0.85,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,2.00,25.00,2.00,25.00,10/5/2020 11:45:57
