ID,YEAR,PLANTID,PHENOLOGY,PopUnit,HEIGHTCM,FLOWERPOSI,HeightInfl_cm,FlwrStage,FlwrCond,COMMENTS,TypeFlower,GPS_DATE,GPS_TIME,dwcType,dwcBasisOfRecord
1668,2011,387,Reproductive,A,54,14,45,NA,NA,NA,Flowers Produced,2011-07-13,13:52:45-06:00,event,HumanObservation
866,2011,388,Reproductive,A,47,13,37,NA,NA,NA,Flowers Produced,2011-07-13,13:53:15-06:00,event,HumanObservation
1669,2011,389,Reproductive,A,34,4,30,NA,NA,NA,Flowers Produced,2011-07-13,13:53:28-06:00,event,HumanObservation
1494,2011,390,Reproductive,A,32,5,29,NA,NA,NA,Flowers Produced,2011-07-13,13:54:03-06:00,event,HumanObservation
1670,2011,391,Reproductive,A,45,6,42,NA,NA,NA,Flowers Produced,2011-07-13,13:54:06-06:00,event,HumanObservation
1495,2011,392,Reproductive,A,37,5,32,NA,NA,NA,Flowers Produced,2011-07-13,13:54:37-06:00,event,HumanObservation
1671,2011,393,Reproductive,A,68,15,57,NA,NA,NA,Flowers Produced,2011-07-13,13:54:45-06:00,event,HumanObservation
1496,2011,394,Reproductive,A,56,18,45,NA,NA,NA,Flowers Produced,2011-07-13,13:55:15-06:00,event,HumanObservation
1672,2011,395,Reproductive,A,61,9,54,NA,NA,NA,Flowers Produced,2011-07-13,13:55:30-06:00,event,HumanObservation
1497,2011,396,Reproductive,A,33,2,31,NA,NA,NA,Flowers Produced,2011-07-13,13:55:53-06:00,event,HumanObservation
1673,2011,397,Reproductive,A,62,12,51,NA,NA,NA,Flowers Produced,2011-07-13,13:56:05-06:00,event,HumanObservation
1498,2011,398,Reproductive,A,59,19,51,NA,NA,NA,Flowers Produced,2011-07-13,13:56:50-06:00,event,HumanObservation
1674,2011,399,Reproductive,A,49,7,46,NA,NA,NA,Flowers Produced,2011-07-13,13:56:42-06:00,event,HumanObservation
1675,2011,400,Reproductive,A,58,10,52,NA,NA,NA,Flowers Produced,2011-07-13,13:57:27-06:00,event,HumanObservation
1499,2011,401,Reproductive,A,50,8,45,NA,NA,NA,Flowers Produced,2011-07-13,13:57:45-06:00,event,HumanObservation
1676,2011,402,Reproductive,A,49,6,43,NA,NA,NA,Flowers Produced,2011-07-13,13:58:17-06:00,event,HumanObservation
1677,2011,403,Reproductive,A,68,16,57,NA,NA,NA,Flowers Produced,2011-07-13,13:58:55-06:00,event,HumanObservation
1678,2011,404,Reproductive,A,52,10,46,NA,NA,3 eaten,Flowers Produced,2011-07-13,13:59:45-06:00,event,HumanObservation
1679,2011,405,Reproductive,A,51,3,48,NA,NA,NA,Flowers Produced,2011-07-13,14:00:23-06:00,event,HumanObservation
1680,2011,406,Reproductive,A,59,9,51,NA,NA,NA,Flowers Produced,2011-07-13,14:04:15-06:00,event,HumanObservation
1500,2011,407,Reproductive,A,55,8,47,NA,NA,NA,Flowers Produced,2011-07-13,14:04:23-06:00,event,HumanObservation
1501,2011,408,Reproductive,A,53,10,45,NA,NA,NA,Flowers Produced,2011-07-13,14:04:57-06:00,event,HumanObservation
1681,2011,409,Reproductive,A,49,7,43,NA,NA,NA,Flowers Produced,2011-07-13,14:05:00-06:00,event,HumanObservation
1502,2011,410,Reproductive,A,48,8,43,NA,NA,NA,Flowers Produced,2011-07-13,14:05:36-06:00,event,HumanObservation
1682,2011,411,Reproductive,A,49,4,45,NA,NA,NA,Flowers Produced,2011-07-13,14:08:11-06:00,event,HumanObservation
1503,2011,412,Reproductive,A,75,11,64,NA,NA,NA,Flowers Produced,2011-07-13,14:09:04-06:00,event,HumanObservation
1683,2011,413,Reproductive,A,62,12,52,NA,NA,NA,Flowers Produced,2011-07-13,14:09:03-06:00,event,HumanObservation
1504,2011,414,Reproductive,A,57,12,49,NA,NA,NA,Flowers Produced,2011-07-13,14:09:45-06:00,event,HumanObservation
1684,2011,415,Reproductive,A,43,5,39,NA,NA,NA,Flowers Produced,2011-07-13,14:09:40-06:00,event,HumanObservation
1505,2011,416,Reproductive,A,35,6,29,NA,NA,NA,Flowers Produced,2011-07-13,14:10:34-06:00,event,HumanObservation
1685,2011,417,Reproductive,A,53,13,46,NA,NA,NA,Flowers Produced,2011-07-13,14:10:20-06:00,event,HumanObservation
1506,2011,418,Reproductive,A,49,5,44,NA,NA,NA,Flowers Produced,2011-07-13,14:11:07-06:00,event,HumanObservation
1686,2011,419,Reproductive,A,46,8,40,NA,NA,NA,Flowers Produced,2011-07-13,14:11:01-06:00,event,HumanObservation
1507,2011,420,Reproductive,A,40,12,32,NA,NA,NA,Flowers Produced,2011-07-13,14:11:48-06:00,event,HumanObservation
1687,2011,421,Reproductive,A,49,12,44,NA,NA,NA,Flowers Produced,2011-07-13,14:11:44-06:00,event,HumanObservation
1508,2011,422,Reproductive,A,71,18,60,NA,NA,NA,Flowers Produced,2011-07-13,14:12:24-06:00,event,HumanObservation
1688,2011,423,Reproductive,A,52,7,46,NA,NA,NA,Flowers Produced,2011-07-13,14:12:32-06:00,event,HumanObservation
1509,2011,424,Reproductive,A,52,7,47,NA,NA,NA,Flowers Produced,2011-07-13,14:13:04-06:00,event,HumanObservation
1510,2011,425,Reproductive,A,49,7,43,NA,NA,NA,Flowers Produced,2011-07-13,14:13:45-06:00,event,HumanObservation
1689,2011,426,Reproductive,A,70,11,60,NA,NA,NA,Flowers Produced,2011-07-13,14:13:57-06:00,event,HumanObservation
1511,2011,427,Reproductive,A,45,9,39,NA,NA,NA,Flowers Produced,2011-07-13,14:14:18-06:00,event,HumanObservation
1690,2011,428,Reproductive,A,50,7,44,NA,NA,NA,Flowers Produced,2011-07-13,14:14:36-06:00,event,HumanObservation
1512,2011,429,Reproductive,A,39,6,36,NA,NA,NA,Flowers Produced,2011-07-13,14:14:53-06:00,event,HumanObservation
1513,2011,430,Reproductive,A,53,7,47,NA,NA,NA,Flowers Produced,2011-07-13,14:15:26-06:00,event,HumanObservation
1691,2011,431,Reproductive,A,58,9,53,NA,NA,NA,Flowers Produced,2011-07-13,14:15:22-06:00,event,HumanObservation
1514,2011,432,Reproductive,A,57,11,49,NA,NA,NA,Flowers Produced,2011-07-13,14:16:07-06:00,event,HumanObservation
1692,2011,433,Reproductive,A,48,6,43,NA,NA,NA,Flowers Produced,2011-07-13,14:16:05-06:00,event,HumanObservation
1515,2011,434,Reproductive,A,52,13,42,NA,NA,NA,Flowers Produced,2011-07-13,14:16:59-06:00,event,HumanObservation
1693,2011,435,Reproductive,A,65,12,56,NA,NA,NA,Flowers Produced,2011-07-13,14:16:53-06:00,event,HumanObservation
1516,2011,436,Reproductive,A,51,3,48,NA,NA,NA,Flowers Produced,2011-07-13,14:17:36-06:00,event,HumanObservation
1694,2011,437,Reproductive,A,70,11,60,NA,NA,NA,Flowers Produced,2011-07-13,14:18:03-06:00,event,HumanObservation
1517,2011,438,Reproductive,A,58,9,50,NA,NA,NA,Flowers Produced,2011-07-13,14:18:37-06:00,event,HumanObservation
1695,2011,439,Reproductive,A,46,3,41,NA,NA,NA,Flowers Produced,2011-07-13,14:18:43-06:00,event,HumanObservation
1696,2011,440,Reproductive,A,52,8,45,NA,NA,NA,Flowers Produced,2011-07-13,14:19:23-06:00,event,HumanObservation
1518,2011,441,Reproductive,A,45,7,39,NA,NA,NA,Flowers Produced,2011-07-13,14:19:51-06:00,event,HumanObservation
1697,2011,442,Reproductive,A,52,13,40,NA,NA,NA,Flowers Produced,2011-07-13,14:19:59-06:00,event,HumanObservation
1519,2011,443,Reproductive,A,50,6,45,NA,NA,NA,Flowers Produced,2011-07-13,14:20:34-06:00,event,HumanObservation
1698,2011,444,Reproductive,A,41,9,33,NA,NA,NA,Flowers Produced,2011-07-13,14:20:36-06:00,event,HumanObservation
1520,2011,445,Reproductive,A,50,3,47,NA,NA,NA,Flowers Produced,2011-07-13,14:21:09-06:00,event,HumanObservation
1699,2011,446,Reproductive,A,55,10,47,NA,NA,NA,Flowers Produced,2011-07-13,14:21:13-06:00,event,HumanObservation
1521,2011,447,Reproductive,A,50,6,44,NA,NA,NA,Flowers Produced,2011-07-13,14:21:47-06:00,event,HumanObservation
1700,2011,448,Reproductive,A,62,12,53,NA,NA,NA,Flowers Produced,2011-07-13,14:21:48-06:00,event,HumanObservation
1522,2011,449,Reproductive,A,50,7,45,NA,NA,NA,Flowers Produced,2011-07-13,14:22:19-06:00,event,HumanObservation
1701,2011,450,Reproductive,A,70,14,58,NA,NA,NA,Flowers Produced,2011-07-13,14:22:25-06:00,event,HumanObservation
1523,2011,451,Reproductive,A,57,7,50,NA,NA,NA,Flowers Produced,2011-07-13,14:22:51-06:00,event,HumanObservation
1702,2011,452,Reproductive,A,63,12,56,NA,NA,NA,Flowers Produced,2011-07-13,14:23:03-06:00,event,HumanObservation
1524,2011,453,Reproductive,A,58,13,51,NA,NA,NA,Flowers Produced,2011-07-13,14:23:26-06:00,event,HumanObservation
1703,2011,454,Reproductive,A,64,14,54,NA,NA,NA,Flowers Produced,2011-07-13,14:23:42-06:00,event,HumanObservation
1525,2011,455,Reproductive,A,47,13,37,NA,NA,NA,Flowers Produced,2011-07-13,14:24:07-06:00,event,HumanObservation
1704,2011,456,Reproductive,A,51,10,45,NA,NA,NA,Flowers Produced,2011-07-13,14:24:20-06:00,event,HumanObservation
1526,2011,457,Reproductive,A,47,9,39,NA,NA,NA,Flowers Produced,2011-07-13,14:24:43-06:00,event,HumanObservation
1527,2011,458,Reproductive,A,54,7,47,NA,NA,NA,Flowers Produced,2011-07-13,14:25:16-06:00,event,HumanObservation
1705,2011,459,Reproductive,A,61,18,48,NA,NA,NA,Flowers Produced,2011-07-13,14:25:02-06:00,event,HumanObservation
1528,2011,460,Reproductive,A,60,10,52,NA,NA,NA,Flowers Produced,2011-07-13,14:25:50-06:00,event,HumanObservation
1706,2011,461,Reproductive,A,55,10,46,NA,NA,NA,Flowers Produced,2011-07-13,14:25:38-06:00,event,HumanObservation
1529,2011,462,Reproductive,A,49,10,42,NA,NA,NA,Flowers Produced,2011-07-13,14:26:23-06:00,event,HumanObservation
1707,2011,463,Reproductive,A,50,7,44,NA,NA,NA,Flowers Produced,2011-07-13,14:26:14-06:00,event,HumanObservation
1530,2011,464,Reproductive,A,42,5,37,NA,NA,NA,Flowers Produced,2011-07-13,14:26:57-06:00,event,HumanObservation
1708,2011,465,Reproductive,A,54,10,48,NA,NA,NA,Flowers Produced,2011-07-13,14:26:52-06:00,event,HumanObservation
1531,2011,466,Reproductive,A,57,8,51,NA,NA,NA,Flowers Produced,2011-07-13,14:27:33-06:00,event,HumanObservation
1709,2011,467,Reproductive,A,52,9,46,NA,NA,NA,Flowers Produced,2011-07-13,14:27:29-06:00,event,HumanObservation
1532,2011,468,Reproductive,A,54,8,47,NA,NA,NA,Flowers Produced,2011-07-13,14:28:08-06:00,event,HumanObservation
1710,2011,469,Reproductive,A,52,9,45,NA,NA,NA,Flowers Produced,2011-07-13,14:28:07-06:00,event,HumanObservation
1533,2011,470,Reproductive,A,47,4,42,NA,NA,NA,Flowers Produced,2011-07-13,14:28:41-06:00,event,HumanObservation
1711,2011,471,Reproductive,A,37,9,32,NA,NA,it is dying,Flowers Produced,2011-07-13,14:28:49-06:00,event,HumanObservation
1534,2011,472,Reproductive,A,50,12,41,NA,NA,NA,Flowers Produced,2011-07-13,14:29:19-06:00,event,HumanObservation
1712,2011,473,Reproductive,A,34,6,30,NA,NA,NA,Flowers Produced,2011-07-13,14:29:27-06:00,event,HumanObservation
1535,2011,474,Reproductive,A,41,4,37,NA,NA,NA,Flowers Produced,2011-07-13,14:30:02-06:00,event,HumanObservation
1713,2011,475,Reproductive,A,55,10,47,NA,NA,NA,Flowers Produced,2011-07-13,14:30:04-06:00,event,HumanObservation
1536,2011,476,Reproductive,A,52,3,47,NA,NA,NA,Flowers Produced,2011-07-13,14:30:48-06:00,event,HumanObservation
1714,2011,477,Reproductive,A,53,9,47,NA,NA,NA,Flowers Produced,2011-07-13,14:30:44-06:00,event,HumanObservation
1715,2011,478,Reproductive,A,43,10,38,NA,NA,NA,Flowers Produced,2011-07-13,14:31:20-06:00,event,HumanObservation
1537,2011,479,Reproductive,A,40,4,35,NA,NA,NA,Flowers Produced,2011-07-13,14:31:49-06:00,event,HumanObservation
1716,2011,480,Reproductive,A,44,9,39,NA,NA,NA,Flowers Produced,2011-07-13,14:31:56-06:00,event,HumanObservation
1538,2011,481,Reproductive,A,57,9,45,NA,NA,NA,Flowers Produced,2011-07-13,14:32:24-06:00,event,HumanObservation
1717,2011,482,Reproductive,A,40,5,36,NA,NA,NA,Flowers Produced,2011-07-13,14:32:31-06:00,event,HumanObservation
1539,2011,483,Reproductive,A,61,9,52,NA,NA,NA,Flowers Produced,2011-07-13,14:33:02-06:00,event,HumanObservation
1718,2011,484,Reproductive,A,49,6,45,NA,NA,NA,Flowers Produced,2011-07-13,14:33:07-06:00,event,HumanObservation
1540,2011,485,Reproductive,A,48,7,41,NA,NA,NA,Flowers Produced,2011-07-13,14:33:54-06:00,event,HumanObservation
1719,2011,486,Reproductive,A,53,7,47,NA,NA,NA,Flowers Produced,2011-07-13,14:33:49-06:00,event,HumanObservation
1720,2011,487,Reproductive,A,48,7,42,NA,NA,NA,Flowers Produced,2011-07-13,14:34:23-06:00,event,HumanObservation
1541,2011,488,Reproductive,A,55,7,49,NA,NA,NA,Flowers Produced,2011-07-13,14:34:54-06:00,event,HumanObservation
1721,2011,489,Reproductive,A,44,10,38,NA,NA,NA,Flowers Produced,2011-07-13,14:35:03-06:00,event,HumanObservation
1542,2011,490,Reproductive,A,69,15,53,NA,NA,NA,Flowers Produced,2011-07-13,14:35:31-06:00,event,HumanObservation
1722,2011,491,Reproductive,A,52,8,46,NA,NA,NA,Flowers Produced,2011-07-13,14:35:41-06:00,event,HumanObservation
1543,2011,492,Reproductive,A,61,10,53,NA,NA,NA,Flowers Produced,2011-07-13,14:36:21-06:00,event,HumanObservation
1544,2011,493,Reproductive,A,58,9,49,NA,NA,NA,Flowers Produced,2011-07-13,14:46:10-06:00,event,HumanObservation
1723,2011,494,Reproductive,A,56,11,48,NA,NA,NA,Flowers Produced,2011-07-13,14:46:16-06:00,event,HumanObservation
1545,2011,495,Reproductive,A,67,17,50,NA,NA,in willows,Flowers Produced,2011-07-13,14:47:11-06:00,event,HumanObservation
1724,2011,496,Reproductive,A,66,15,55,NA,NA,NA,Flowers Produced,2011-07-13,14:46:56-06:00,event,HumanObservation
1725,2011,497,Reproductive,A,53,9,47,NA,NA,NA,Flowers Produced,2011-07-13,14:47:39-06:00,event,HumanObservation
1546,2011,498,Reproductive,A,66,13,51,NA,NA,NA,Flowers Produced,2011-07-13,14:48:02-06:00,event,HumanObservation
1726,2011,499,Reproductive,A,53,9,48,NA,NA,NA,Flowers Produced,2011-07-13,14:48:20-06:00,event,HumanObservation
1547,2011,500,Reproductive,A,53,8,47,NA,NA,NA,Flowers Produced,2011-07-13,14:48:45-06:00,event,HumanObservation
1727,2011,501,Reproductive,A,72,14,61,NA,NA,NA,Flowers Produced,2011-07-13,14:49:00-06:00,event,HumanObservation
1548,2011,502,Reproductive,A,55,10,47,NA,NA,NA,Flowers Produced,2011-07-13,14:49:36-06:00,event,HumanObservation
1549,2011,503,Reproductive,A,69,10,59,NA,NA,NA,Flowers Produced,2011-07-13,14:51:09-06:00,event,HumanObservation
1728,2011,504,Reproductive,A,47,5,43,NA,NA,NA,Flowers Produced,2011-07-13,14:51:19-06:00,event,HumanObservation
1550,2011,505,Reproductive,A,60,10,53,NA,NA,NA,Flowers Produced,2011-07-13,14:52:02-06:00,event,HumanObservation
1729,2011,506,Reproductive,A,55,8,49,NA,NA,NA,Flowers Produced,2011-07-13,14:52:00-06:00,event,HumanObservation
1730,2011,507,Reproductive,A,56,8,51,NA,NA,NA,Flowers Produced,2011-07-13,14:52:37-06:00,event,HumanObservation
1551,2011,508,Reproductive,A,71,7,56,NA,NA,NA,Flowers Produced,2011-07-13,14:53:23-06:00,event,HumanObservation
1731,2011,509,Reproductive,A,56,15,47,NA,NA,NA,Flowers Produced,2011-07-13,14:53:14-06:00,event,HumanObservation
1732,2011,510,Reproductive,A,71,16,56,NA,NA,NA,Flowers Produced,2011-07-13,14:54:03-06:00,event,HumanObservation
1552,2011,511,Reproductive,A,60,7,53,NA,NA,NA,Flowers Produced,2011-07-13,14:54:07-06:00,event,HumanObservation
1553,2011,512,Reproductive,A,38,3,33,NA,NA,NA,Flowers Produced,2011-07-13,14:54:42-06:00,event,HumanObservation
1733,2011,513,Reproductive,A,52,6,47,NA,NA,NA,Flowers Produced,2011-07-13,14:54:43-06:00,event,HumanObservation
1734,2011,514,Reproductive,A,43,3,38,NA,NA,NA,Flowers Produced,2011-07-13,14:55:18-06:00,event,HumanObservation
1554,2011,515,Reproductive,A,65,12,55,NA,NA,NA,Flowers Produced,2011-07-13,14:55:22-06:00,event,HumanObservation
1555,2011,516,Reproductive,A,55,7,49,NA,NA,NA,Flowers Produced,2011-07-13,14:55:57-06:00,event,HumanObservation
1735,2011,517,Reproductive,A,45,8,40,NA,NA,NA,Flowers Produced,2011-07-13,14:55:57-06:00,event,HumanObservation
1556,2011,518,Reproductive,A,52,7,46,NA,NA,NA,Flowers Produced,2011-07-13,14:56:43-06:00,event,HumanObservation
1557,2011,519,Reproductive,A,68,13,60,NA,NA,NA,Flowers Produced,2011-07-13,14:58:15-06:00,event,HumanObservation
1736,2011,520,Reproductive,A,60,13,48,NA,NA,NA,Flowers Produced,2011-07-13,15:00:09-06:00,event,HumanObservation
1558,2011,521,Reproductive,A,68,17,56,NA,NA,NA,Flowers Produced,2011-07-13,15:00:37-06:00,event,HumanObservation
1737,2011,522,Reproductive,A,66,14,58,NA,NA,NA,Flowers Produced,2011-07-13,15:00:51-06:00,event,HumanObservation
1559,2011,523,Reproductive,A,74,17,59,NA,NA,NA,Flowers Produced,2011-07-13,15:01:44-06:00,event,HumanObservation
1738,2011,524,Reproductive,A,64,11,55,NA,NA,NA,Flowers Produced,2011-07-13,15:01:27-06:00,event,HumanObservation
1739,2011,525,Reproductive,A,48,14,36,NA,NA,NA,Flowers Produced,2011-07-13,15:02:15-06:00,event,HumanObservation
1560,2011,526,Reproductive,A,62,11,50,NA,NA,NA,Flowers Produced,2011-07-13,15:02:25-06:00,event,HumanObservation
1740,2011,527,Reproductive,A,46,7,40,NA,NA,NA,Flowers Produced,2011-07-13,15:02:57-06:00,event,HumanObservation
1741,2011,528,Reproductive,A,52,9,46,NA,NA,NA,Flowers Produced,2011-07-13,15:03:31-06:00,event,HumanObservation
1561,2011,529,Reproductive,A,52,10,44,NA,NA,NA,Flowers Produced,2011-07-13,15:03:19-06:00,event,HumanObservation
1562,2011,530,Reproductive,A,62,16,49,NA,NA,NA,Flowers Produced,2011-07-13,15:03:51-06:00,event,HumanObservation
1563,2011,531,Reproductive,A,58,12,49,NA,NA,NA,Flowers Produced,2011-07-13,15:04:28-06:00,event,HumanObservation
1742,2011,532,Reproductive,A,64,14,53,NA,NA,NA,Flowers Produced,2011-07-13,15:04:28-06:00,event,HumanObservation
1564,2011,533,Reproductive,A,47,13,41,NA,NA,NA,Flowers Produced,2011-07-13,15:05:02-06:00,event,HumanObservation
1743,2011,534,Reproductive,A,36,3,33,NA,NA,NA,Flowers Produced,2011-07-13,15:05:05-06:00,event,HumanObservation
1565,2011,535,Reproductive,A,59,10,50,NA,NA,NA,Flowers Produced,2011-07-13,15:05:36-06:00,event,HumanObservation
1744,2011,536,Reproductive,A,52,6,46,NA,NA,NA,Flowers Produced,2011-07-13,15:05:40-06:00,event,HumanObservation
1566,2011,537,Reproductive,A,50,7,44,NA,NA,NA,Flowers Produced,2011-07-13,15:06:08-06:00,event,HumanObservation
1745,2011,538,Reproductive,A,49,12,42,NA,NA,NA,Flowers Produced,2011-07-13,15:06:26-06:00,event,HumanObservation
1567,2011,539,Reproductive,A,54,14,44,NA,NA,NA,Flowers Produced,2011-07-13,15:06:44-06:00,event,HumanObservation
1568,2011,540,Reproductive,A,37,4,32,NA,NA,NA,Flowers Produced,2011-07-13,15:07:18-06:00,event,HumanObservation
1746,2011,541,Reproductive,A,33,6,30,NA,NA,NA,Flowers Produced,2011-07-13,15:07:07-06:00,event,HumanObservation
1747,2011,542,Reproductive,A,42,7,37,NA,NA,NA,Flowers Produced,2011-07-13,15:07:43-06:00,event,HumanObservation
1569,2011,543,Reproductive,A,33,6,30,NA,NA,NA,Flowers Produced,2011-07-13,15:07:55-06:00,event,HumanObservation
1570,2011,544,Reproductive,A,54,11,46,NA,NA,NA,Flowers Produced,2011-07-13,15:08:31-06:00,event,HumanObservation
1748,2011,545,Reproductive,A,54,14,46,NA,NA,NA,Flowers Produced,2011-07-13,15:08:20-06:00,event,HumanObservation
1571,2011,546,Reproductive,A,61,13,52,NA,NA,NA,Flowers Produced,2011-07-13,15:09:04-06:00,event,HumanObservation
1749,2011,547,Reproductive,A,49,12,40,NA,NA,NA,Flowers Produced,2011-07-13,15:09:02-06:00,event,HumanObservation
1572,2011,548,Reproductive,A,59,11,49,NA,NA,NA,Flowers Produced,2011-07-13,15:09:44-06:00,event,HumanObservation
1750,2011,549,Reproductive,A,59,9,52,NA,NA,2 eaten,Flowers Produced,2011-07-13,15:09:41-06:00,event,HumanObservation
1573,2011,550,Reproductive,A,39,8,35,NA,NA,NA,Flowers Produced,2011-07-13,15:10:15-06:00,event,HumanObservation
1751,2011,551,Reproductive,A,51,18,39,NA,NA,NA,Flowers Produced,2011-07-13,15:10:19-06:00,event,HumanObservation
1574,2011,552,Reproductive,A,53,6,47,NA,NA,NA,Flowers Produced,2011-07-13,15:10:47-06:00,event,HumanObservation
1752,2011,553,Reproductive,A,50,15,39,NA,NA,NA,Flowers Produced,2011-07-13,15:10:55-06:00,event,HumanObservation
1575,2011,554,Reproductive,A,50,8,44,NA,NA,NA,Flowers Produced,2011-07-13,15:11:23-06:00,event,HumanObservation
1753,2011,555,Reproductive,A,53,13,44,NA,NA,NA,Flowers Produced,2011-07-13,15:11:31-06:00,event,HumanObservation
1576,2011,556,Reproductive,A,62,18,50,NA,NA,NA,Flowers Produced,2011-07-13,15:11:53-06:00,event,HumanObservation
1754,2011,557,Reproductive,A,53,11,45,NA,NA,NA,Flowers Produced,2011-07-13,15:12:06-06:00,event,HumanObservation
1577,2011,558,Reproductive,A,60,11,53,NA,NA,NA,Flowers Produced,2011-07-13,15:12:23-06:00,event,HumanObservation
1578,2011,559,Reproductive,A,48,6,43,NA,NA,NA,Flowers Produced,2011-07-13,15:12:51-06:00,event,HumanObservation
1755,2011,560,Reproductive,A,63,17,47,NA,NA,NA,Flowers Produced,2011-07-13,15:12:42-06:00,event,HumanObservation
1579,2011,561,Reproductive,A,55,9,48,NA,NA,NA,Flowers Produced,2011-07-13,15:13:22-06:00,event,HumanObservation
1756,2011,562,Reproductive,A,42,5,38,NA,NA,NA,Flowers Produced,2011-07-13,15:13:17-06:00,event,HumanObservation
1580,2011,563,Reproductive,A,59,13,50,NA,NA,NA,Flowers Produced,2011-07-13,15:13:51-06:00,event,HumanObservation
1757,2011,564,Reproductive,A,58,9,52,NA,NA,NA,Flowers Produced,2011-07-13,15:13:52-06:00,event,HumanObservation
1581,2011,565,Reproductive,A,62,15,50,NA,NA,NA,Flowers Produced,2011-07-13,15:14:25-06:00,event,HumanObservation
1758,2011,566,Reproductive,A,60,17,49,NA,NA,NA,Flowers Produced,2011-07-13,15:14:35-06:00,event,HumanObservation
1582,2011,567,Reproductive,A,53,8,47,NA,NA,NA,Flowers Produced,2011-07-13,15:15:01-06:00,event,HumanObservation
1759,2011,568,Reproductive,A,45,7,40,NA,NA,NA,Flowers Produced,2011-07-13,15:15:13-06:00,event,HumanObservation
1583,2011,569,Reproductive,A,54,7,48,NA,NA,NA,Flowers Produced,2011-07-13,15:15:31-06:00,event,HumanObservation
1760,2011,570,Reproductive,A,62,10,53,NA,NA,NA,Flowers Produced,2011-07-13,15:15:51-06:00,event,HumanObservation
1584,2011,571,Reproductive,A,41,5,37,NA,NA,NA,Flowers Produced,2011-07-13,15:16:06-06:00,event,HumanObservation
1761,2011,572,Reproductive,A,52,8,45,NA,NA,NA,Flowers Produced,2011-07-13,15:16:29-06:00,event,HumanObservation
1585,2011,573,Reproductive,A,57,7,51,NA,NA,NA,Flowers Produced,2011-07-13,15:16:41-06:00,event,HumanObservation
1762,2011,574,Reproductive,A,61,11,52,NA,NA,NA,Flowers Produced,2011-07-13,15:17:05-06:00,event,HumanObservation
1586,2011,575,Reproductive,A,50,8,44,NA,NA,NA,Flowers Produced,2011-07-13,15:17:14-06:00,event,HumanObservation
1587,2011,576,Reproductive,A,41,6,37,NA,NA,NA,Flowers Produced,2011-07-13,15:17:46-06:00,event,HumanObservation
1763,2011,577,Reproductive,A,56,9,49,NA,NA,NA,Flowers Produced,2011-07-13,15:17:40-06:00,event,HumanObservation
1764,2011,578,Reproductive,A,63,12,58,NA,NA,NA,Flowers Produced,2011-07-13,15:18:20-06:00,event,HumanObservation
1588,2011,579,Reproductive,A,41,5,38,NA,NA,NA,Flowers Produced,2011-07-13,15:18:22-06:00,event,HumanObservation
1765,2011,580,Reproductive,A,68,11,59,NA,NA,NA,Flowers Produced,2011-07-13,15:19:46-06:00,event,HumanObservation
1589,2011,581,Reproductive,A,58,7,52,NA,NA,NA,Flowers Produced,2011-07-13,15:22:19-06:00,event,HumanObservation
1590,2011,582,Reproductive,A,55,6,49,NA,NA,NA,Flowers Produced,2011-07-13,15:22:59-06:00,event,HumanObservation
1766,2011,583,Reproductive,A,67,12,59,NA,NA,NA,Flowers Produced,2011-07-13,15:23:18-06:00,event,HumanObservation
1767,2011,584,Reproductive,A,44,5,40,NA,NA,NA,Flowers Produced,2011-07-13,15:23:57-06:00,event,HumanObservation
1591,2011,585,Reproductive,A,49,8,42,NA,NA,NA,Flowers Produced,2011-07-13,15:23:57-06:00,event,HumanObservation
1768,2011,586,Reproductive,A,76,8,68,NA,NA,NA,Flowers Produced,2011-07-13,15:24:45-06:00,event,HumanObservation
1592,2011,587,Reproductive,A,57,13,44,NA,NA,NA,Flowers Produced,2011-07-13,15:24:48-06:00,event,HumanObservation
1593,2011,588,Reproductive,A,56,9,48,NA,NA,NA,Flowers Produced,2011-07-13,15:25:20-06:00,event,HumanObservation
1769,2011,589,Reproductive,A,59,14,50,NA,NA,NA,Flowers Produced,2011-07-13,15:25:31-06:00,event,HumanObservation
1594,2011,590,Reproductive,A,43,6,39,NA,NA,NA,Flowers Produced,2011-07-13,15:25:52-06:00,event,HumanObservation
1770,2011,591,Reproductive,A,51,6,45,NA,NA,NA,Flowers Produced,2011-07-13,15:29:11-06:00,event,HumanObservation
1595,2011,592,Reproductive,A,48,11,40,NA,NA,NA,Flowers Produced,2011-07-13,15:29:12-06:00,event,HumanObservation
1596,2011,593,Reproductive,A,43,5,38,NA,NA,NA,Flowers Produced,2011-07-13,15:29:40-06:00,event,HumanObservation
1771,2011,594,Reproductive,A,70,14,59,NA,NA,NA,Flowers Produced,2011-07-13,15:29:54-06:00,event,HumanObservation
1597,2011,595,Reproductive,A,73,15,60,NA,NA,NA,Flowers Produced,2011-07-13,15:30:23-06:00,event,HumanObservation
1772,2011,596,Reproductive,A,76,14,67,NA,NA,NA,Flowers Produced,2011-07-13,15:30:39-06:00,event,HumanObservation
1598,2011,597,Reproductive,A,52,5,47,NA,NA,NA,Flowers Produced,2011-07-13,15:31:11-06:00,event,HumanObservation
1773,2011,598,Reproductive,A,61,6,55,NA,NA,NA,Flowers Produced,2011-07-13,15:31:31-06:00,event,HumanObservation
1599,2011,599,Reproductive,A,82,19,69,NA,NA,NA,Flowers Produced,2011-07-13,15:31:52-06:00,event,HumanObservation
