ParkName,ParkCode,LocationID,PeriodID,EventID,Pct_CloudCover,WindIntensity,PrecipitationType,PrecipitationIntensity,SH_Springs_Present,SH_StreamFlow_Description,WeatherComments,AdditionalComments
George Washington Carver National Monument,GWCA,GWCAStfish02,GWCAStfish2022May02,GWCAStfish2022May09,0,Light,None,N/A,0,unknown,Rained heavily on previous Wed & Thursday ~ 1.25 inches,
George Washington Carver National Monument,GWCA,GWCAStfish03,GWCAStfish2006Jun28,GWCAStfish2006Jun28,0,Calm,None,N/A,0,unknown,,
George Washington Carver National Monument,GWCA,GWCAStfish03,GWCAStfish2007May02,GWCAStfish2007May02,40,Light,None,N/A,0,unknown,,
George Washington Carver National Monument,GWCA,GWCAStfish03,GWCAStfish2010May05,GWCAStfish2010May05,0,Moderate,None,N/A,0,unknown,,
George Washington Carver National Monument,GWCA,GWCAStfish03,GWCAStfish2013May01,GWCAStfish2013May01,30,Light,None,N/A,0,unknown,,
George Washington Carver National Monument,GWCA,GWCAStfish03,GWCAStfish2016May02,GWCAStfish2016May02,100,Light,None,N/A,0,unknown,,water slightly cloudy
George Washington Carver National Monument,GWCA,GWCAStfish03,GWCAStfish2019May06,GWCAStfish2019May06,10,Calm,None,N/A,0,unknown,,water levels up 3-4 inches from normal. debris along banks indicate water was up about 5 feet last week. Lower abundance of some species due to high rain/flow event prior to sampling
George Washington Carver National Monument,GWCA,GWCAStfish03,GWCAStfish2022May02,GWCAStfish2022May03,100,Calm,None,N/A,0,unknown,Rained 0.75 inches previous day,Water a little cloudy in deeper pool. could not see bottom
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,HEHOStfish2008Jul08,HEHOStfish2008Jul08,100,Calm,None,N/A,0,unknown,Rained 1.75 in. the previous night,
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,HEHOStfish2011Jul11,HEHOStfish2011Jul11,15,Calm,None,N/A,0,unknown,Rained ~ 0.25 inches the previous day to sampling,Water shallow but turbid; shocker settings Freq.=40Hz Duty=25% Volts=200
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,HEHOStfish2014Aug12,HEHOStfish2014Aug12,0,Calm,None,N/A,0,unknown,,Battery on backpack shocker quit about 10m from end of site
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,HEHOStfish2017July18,HEHOStfish2017Jul18,30,Calm,None,N/A,0,unknown,,
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,HEHOStfish2021Jul26,HEHOStfish2021Jul26,0,Moderate,None,N/A,0,unknown,Hot,Section of stream with rock riffle structures & bank stabilization. Backpack EF kept overloading may have missed fish. Sample conducted by Hae Kim and Grant Schmitz. MSU staff
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,HEHOStfish2022Jul05,HEHOStfish2022Jul05,100,Light,None,N/A,0,unknown,,Long-term monitoring site post 2 year stream remediation (Rock riffles). Reach 17.4 m too long.
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,HEHOStfish2023Jul17,HEHOStfish2023Jul17,100,Calm,None,N/A,0,unknown,,
Homestead National Monument of America,HOME,HOMEShiner01lower,HOMEShiner2004Sep13,HOMEShiner2004Sep13,-999,Unknown,Unknown,Unknown,0,trickle between pools,clear-sunny,
Homestead National Monument of America,HOME,HOMEShiner01lower,HOMEShiner2006Aug31,HOMEShiner2006Aug31,-999,Unknown,Unknown,Unknown,0,moderate flow between pools,clear-sunny,very turbid conditions - could not electrofhish; some stream bank erosion evident but not severe; channel incised
Homestead National Monument of America,HOME,HOMEShiner01lower,HOMEShiner2008Aug27,HOMEShiner2008Aug27,-999,Unknown,Unknown,Unknown,0,flow between pools,clear-sunny,
Homestead National Monument of America,HOME,HOMEShiner01lower,HOMEShiner2011Sep20,HOMEShiner2011Sep20,-999,Unknown,Unknown,Unknown,0,flow between pools,partly cloudy,Water levels low; water moderately turbid.  For sites 3 and 4 riparian cover right bank was bare bank.
Homestead National Monument of America,HOME,HOMEShiner01lower,HOMEShiner2015Sep03,HOMEShiner2015Sep03,-999,Unknown,Unknown,Unknown,0,moderate flow between pools,clear-sunny,
Homestead National Monument of America,HOME,HOMEShiner01lower,HOMEShiner2017Sep07,HOMEShiner2017Sep07,-999,Unknown,Unknown,Unknown,0,moderate flow between pools,clear-sunny,Site 1 left bank - parking lot; Site 3 preserved fish could not be Ided due to decomposition of specimens
Homestead National Monument of America,HOME,HOMEShiner01lower,HOMEShiner2023Sep07,HOMEShiner2023Sep07,-999,Unknown,Unknown,Unknown,0,flow between pools,partly cloudy,
Homestead National Monument of America,HOME,HOMEShiner01upper,HOMEShiner2004Sep13,HOMEShiner2004Sep13,-999,Unknown,Unknown,Unknown,0,moderate flow between pools,clear-sunny,
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2009Jun16,HOSPStfish2009Jun16,0,Calm,None,N/A,0,unknown,Extremely hot weather - 98 degrees F for air temp,
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2012Jul10,HOSPStfish2012Jul10,100,Calm,None,N/A,0,unknown,overcast,
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2015Jul07,HOSPStfish2015Jul07,100,Light,None,N/A,0,unknown,,water levels normal
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2018Jul09,HOSPStfish2018Jul09,70,Light,None,N/A,0,unknown,,Very few fish; fish habitat is 1 transect short; GPS had+\-15 m accuracy.
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,0,Calm,None,N/A,0,unknown,,Lots of bedrock substrate with some fine silt deposited. Some fish lost in crevices of bedrock.
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2012Jul10,HOSPStfish2012Jul10,100,Calm,None,N/A,0,unknown,Overcast,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2015Jul07,HOSPStfish2015Jul07,100,Calm,None,N/A,0,unknown,,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,70,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT20,50,Calm,Rain,Light,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,40,Calm,None,N/A,0,unknown,,longnose gar observed. but not collected
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,20,Moderate,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,0,Calm,None,N/A,0,unknown,,Large amounts of deposited sand and gravel from flooding in spring and again in Sept.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,100,Calm,Rain,Light,0,unknown,Rained early morning until 9:00AM,Some problems with tow barge unit. Seemed to shock fish but had to be within close range. Took some time to draw fish out of cover.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,20,Calm,None,N/A,0,unknown,,Water levels low; more lamprey ammoceate collected than in past years; lots of fine sediment on river left.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2014Sep22,OZARRMFish2014Sep23,15,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFish2016Sep19,OZARRMFish2016Sep19,10,Calm,None,N/A,0,unknown,,Deposited sand on gravel  - only 1 small riffle in reach - deeper runs filled with sand/gravel
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2018Sep18,OZARRMFISH2018Sep19,0,Calm,None,N/A,0,unknown,,Water levels low; lots of deposited sand and sediment; site wide and shallow
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2022Aug29,OZARRMFISH2022Aug29,40,Light,None,N/A,0,unknown,Thunderstorms south of the sampling site.,Water levels lower than normal. Only sampled 10 transects. Transect 10 was ~ 16 m short of upper boundary.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2005OCT20,OZARRMFISH2005OCT25,60,Light,None,N/A,0,unknown,,Deep run within site that could not sample due to depth and flow; may return with boat EF unit
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2006OCT02,OZARRMFISH2006OCT20,0,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,0,Light,None,N/A,0,unknown,beautiful and cooler (but not cold enough) - SWH,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2008Oct06,OZARRMFish2008Oct16,0,Moderate,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2009Oct05,OZARRMFish2009Oct07,0,Light,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2012Sep24,OZARRMFish2012Sep27,80,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2014Sep22,OZARRMFish2014Sep24,10,Calm,None,N/A,0,unknown,,Pool at upper end of reach filled in with gravel on river left. Not many fish collected in that pool.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,0,Light,None,N/A,0,unknown,,Water cloudy - could only see ~3-4 feet deep. Did not see or catch many sunfish or bass sp.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,10,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,80,Calm,None,N/A,0,unknown,,Water up ~ 1 ft. and Turbid due to rain. Visability ~ 10 in.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2005OCT20,OZARRMFISH2005NOV03,50,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,100,Light,None,N/A,0,unknown,,lamprey ammocoete observed. but not collected
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,0,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct17,45,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2009Oct05,OZARRMFish2009Oct08,100,Calm,Rain,Moderate,0,unknown,Periods of moderate to heavy rain,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2012Sep24,OZARRMFish2012Sep26,100,Light,Rain,Moderate,0,unknown,Scattered Thunderstorms,Water levels rose ~3inches during rain events but water was clear.  More fantails caught than in previous years.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2014Sep22,OZARRMFish2014Sep25,0,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFish2016Sep19,OZARRMFish2016Sep29,0,Light,None,N/A,0,unknown,,water cloudy - visability ~ 5 feet. did not catch as many sucker + sunfish sp. As past samples
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2018Sep18,OZARRMFISH2018Sep27,60,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2022Aug29,OZARRMFISH2022Sep06,90,Light,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2005OCT20,OZARRMFISH2005NOV08,20,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2006OCT02,OZARRMFISH2006OCT25,100,Light,Rain,Light,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2007Oct01,OZARRMFish2007Oct12,10,Light,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2008Oct06,OZARRMFish2008Oct27,0,Calm,None,N/A,0,unknown,,Conversion chart used to switch Dissolved Oxygen from percent saturation to mg/L
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2009Oct05,OZARRMFish2009Oct19,0,Light,None,N/A,0,unknown,,Current was swift - difficult to catch sculpins and darters from boat.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2012Sep24,OZARRMFish2012Oct09,10,Calm,None,N/A,0,unknown,,Rained 48 hours prior to sampling - river up ~4in but clear
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2014Sep22,OZARRMFish2014Oct09,80,Light,None,Moderate,0,unknown,,Rained between habitat on 10/9 and fish on 10/15; River up ~0.5 feet from 10/9; Re-collected width. depth. velocity on 10/15
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFish2016Sep19,OZARRMFish2016Oct05,80,Light,None,N/A,0,unknown,,Water low on side channel. couldn't sample with jet boat
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2018Sep18,OZARRMFISH2018Oct09,80,Calm,None,N/A,0,unknown,Rained on 10/7/2018. Water levels up 2 ft and turbid. Could only see 2 feet into water.,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2022Aug29,OZARRMFISH2022Sep09,0,Calm,None,N/A,0,unknown,,Side channel filling in with water willow - very shallow and narrow - sampled with backpack shocker
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,OZARRMFISH2005OCT20,OZARRMFISH2005NOV10,0,Light,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,OZARRMFISH2006OCT02,OZARRMFISH2006OCT23,5,Moderate,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,OZARRMFISH2007Oct01,OZARRMFish2007Oct16,80,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,OZARRMFISH2008Oct06,OZARRMFish2008Oct15,0,Calm,None,N/A,0,unknown,,Had to convert Dissolved Oxygen to mg/L
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,OZARRMFISH2009Oct05,OZARRMFish2009Oct20,95,Light,None,N/A,0,unknown,,Water up about 1 ft to 1.5 ft. Riffle at lower end of reach was a run.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,OZARRMFISH2012Sep24,OZARRMFish2012Oct10,10,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,OZARRMFISH2014Sep22,OZARRMFish2014Oct08,10,Light,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,OZARRMFish2016Sep19,OZARRMFish2016Oct06,30,Light,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,OZARRMFISH2018Sep18,OZARRMFISH2018Oct10,75,Calm,Rain,Light,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,OZARRMFISH2022Aug29,OZARRMFISH2022Sep12,0,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2005OCT20,OZARRMFISH2005DEC06,0,Light,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2006OCT02,OZARRMFISH2006OCT24,0,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2007Oct01,OZARRMFish2007Oct17,100,Light,Rain,Light,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2008Oct06,OZARRMFish2008Oct29,0,Calm,None,N/A,0,unknown,,Had to convert Dissolved Oxygen to mg/L
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2009Oct05,OZARRMFish2009Oct21,100,Moderate,None,N/A,0,unknown,,Water levels up about a foot from previous years. Not much riffle habitat to sample.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2012Sep24,OZARRMFish2012Oct11,75,Moderate,None,N/A,0,unknown,afternoon storms forecasted,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2014Sep22,OZARRMFish2014Oct16,40,Light,None,N/A,0,unknown,,Rained on Friday 10/10/14 to Monday 10/13/14. Water up ~1.5ft from 10/9/14; water slightly cloudy. 
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFish2016Sep19,OZARRMFish2016Oct12,100,Light,Rain,Light,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,OZARRMFISH2018Sep18,OZARRMFISH2018Oct11,0,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT01,OZARRMFISH2009Oct05,OZARRMFish2009Oct05,0,Light,None,N/A,0,unknown,,Log jam in reach - some fish escaped due to large amounts of woody debris.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT02,OZARRMFISH2007Oct01,OZARRMFish2007Oct09,0,Light,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT03,OZARRMFISH2009Oct05,OZARRMFish2009Oct16,100,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT04,OZARRMFISH2010Oct05,OZARRMFish2010Oct06,0,Calm,None,N/A,0,unknown,,Much of reach was pooled or with small trickle between pools.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT06,OZARRMFISH2010Oct05,OZARRMFish2010Oct06,0,Calm,None,N/A,0,unknown,,There is a dried side channel that runs about 45m along on river right.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT06,OZARRMFISH2012Sep24,OZARRMFish2012Oct18,0,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT06,OZARRMFish2016Sep19,OZARRMFish2016Oct04,0,Moderate,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT07,OZARRMFISH2008Oct06,OZARRMFish2008Oct06,50,Calm,None,N/A,0,unknown,,Powder Mill- Lower boundry located at 2nd riffle upstream of low water crossing next to research center.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2006OCT02,OZARRMFISH2006OCT03,0,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2014Sep22,OZARRMFish2014Sep22,20,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2018Sep18,OZARRMFISH2018Sep18,30,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,OZARRMFISH2022Aug29,OZARRMFISH2022Sep02,100,Calm,Rain,Light,0,unknown,,Not a lot of fish in the open flat areas of the stream.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT09,OZARRMFISH2008Oct06,OZARRMFish2008Oct15,35,Calm,None,N/A,0,unknown,,Carr Creek- Confluence of Tributary located in backwater area of site CURRM05.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT11,OZARRMFISH2007Oct01,OZARRMFish2007Oct05,10,Calm,None,N/A,0,unknown,,stream splits into 2 channels ~75 m upstream of lower reach boundary. Only sampled the river left channel because it contained most of the water. River right channel had small trickle between pools.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT12,OZARRMFISH2010Oct05,OZARRMFish2010Oct05,0,Calm,None,N/A,0,unknown,,No ending measurements taken for Core 5.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT13,OZARRMFISH2006OCT02,OZARRMFISH2006OCT02,0,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2012Sep24,OZARRMFish2012Sep25,0,Calm,None,N/A,0,unknown,,Tow barge generator kept shutting off due to low oil levels.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2014Sep22,OZARRMFish2014Sep25,5,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFish2016Sep19,OZARRMFish2016Sep20,0,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2018Sep18,OZARRMFISH2018Sep21,90,Calm,Rain,Light,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2022Aug29,OZARRMFISH2022Sep08,10,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT15,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,75,Calm,None,N/A,0,unknown,,Water levels very low - side channel was not connected
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT15,OZARRMFish2016Sep19,OZARRMFish2016Sep19,0,Calm,None,N/A,0,unknown,Rained on Sunday afternoon,Not many fish collected-suspect that repeated flooding has pushed fish out; a large amount of sand has been deposited on island seperating main and backwater
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT16,OZARRMFISH2014Sep22,OZARRMFish2014Oct07,0,Calm,None,N/A,0,unknown,,site was shallow. Uniform width and depth
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT16,OZARRMFISH2018Sep18,OZARRMFISH2018Oct03,10,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT16,OZARRMFISH2022Aug29,OZARRMFISH2022Sep22,100,Calm,Rain,Light,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT26,0,Light,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT18,100,Calm,Rain,Light,0,unknown,mist in air during sampling,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct04,10,Light,None,N/A,0,unknown,a little warm for October. lots of snakes out,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct08,0,Calm,None,N/A,0,unknown,,Lots of deposited gravel/sand in reach due to floods in Sept.  Portions of bluff pool filled in with gravel.
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct14,100,Calm,None,N/A,0,unknown,,Water up about 1/2 foot from previous years. Rained previous Friday (10/9/09) - Jacks Fork came up ~ 4 feet at Hwy 17 Bridge.
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2012Sep24,OZARRMFish2012Oct02,0,Calm,None,N/A,0,unknown,,Rained previous week - backdown ~6inches water clear
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2014Sep22,OZARRMFish2014Oct02,80,Calm,None,N/A,0,unknown,,Boat settings: 225v. 11 amps. Duty cycle: 30%. Rate: 40pps. Reach is actually 290m.
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFish2016Sep19,OZARRMFish2016Sep27,0,Light,None,N/A,0,unknown,,Not many sculpins seen in riffle or suckers seen in pool
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2018Sep18,OZARRMFISH2018Sep25,40,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2022Aug29,OZARRMFISH2022Aug31,0,Calm,None,N/A,0,unknown,Rained 0.5 inches two days prior.,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2005OCT20,OZARRMFISH2005OCT28,0,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,100,Light,Rain,Light,0,unknown,misting rain,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2007Oct01,OZARRMFish2007Oct02,100,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2008Oct06,OZARRMFish2008Oct10,5,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2009Oct05,OZARRMFish2009Oct14,100,Light,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2012Sep24,OZARRMFish2012Oct01,0,Calm,None,N/A,0,unknown,Rained on Sept 26 and 27; water levels rose more 200cfs at USGS gage Mt. View,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2014Sep22,OZARRMFish2014Oct03,10,Light,None,N/A,0,unknown,,Backwater on river left is now a side channel. 
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFish2016Sep19,OZARRMFish2016Sep27,30,Light,None,N/A,0,unknown,,Side channel on river left now ~1/2 of flow at this site
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep28,5,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,70,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2005OCT20,OZARRMFISH2005OCT27,90,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,100,Light,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,0,Calm,None,N/A,0,unknown,,original site is 385m. but generator broke - only sampled 342
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,100,Calm,Rain,Light,0,unknown,,Rained previous night- water clear.  Deposited gravel and sand along reach due to flooding in Sept.  Gavel/sand soft in places.
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2009Oct05,OZARRMFish2009Oct19,100,Light,Rain,Moderate,0,unknown,Rained off and on during sampling,Water up about ~ 1 ft - deeper areas at upper end of reach could not be sampled
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2012Sep24,OZARRMFish2012Oct03,90,Calm,None,N/A,0,unknown,,water levels good. water clear. rained previous week
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2014Sep22,OZARRMFish2014Oct01,0,Calm,None,N/A,0,unknown,,Actual reach length is 320 (not 385)
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFish2016Sep19,OZARRMFish2016Sep22,10,Calm,None,N/A,0,unknown,,Water up about 3-4 inches from previous week
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2018Sep18,OZARRMFISH2018Sep20,0,Calm,None,N/A,0,unknown,,Site wider than previous years; left band washed out
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2022Aug29,OZARRMFISH2022Sep07,40,Light,None,N/A,0,unknown,,Only took 10 habitat transects. Transect 10 was at the new upper boundary flag.
